country_name,country_code,eu_member,year,fuel_code,fuel_desc,generation_twh,share_of_generation_pct,yoy_abs_change,yoy_pct_change
Albania,ALB,0,1995,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,1995,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,1995,HYDRO,Hydro,4.2,93.96,0.43,11.41
Albania,ALB,0,1995,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,1995,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,1995,OTHFOSS,Other Fossil,0.27,6.04,0.1,58.82
Albania,ALB,0,1995,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,1995,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,1995,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,1996,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,1996,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,1996,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,1996,HYDRO,Hydro,5.73,95.66,1.53,36.43
Albania,ALB,0,1996,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,1996,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,1996,OTHFOSS,Other Fossil,0.26,4.34,-0.01,-3.7
Albania,ALB,0,1996,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,1996,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,1996,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,1997,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,1997,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,1997,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,1997,HYDRO,Hydro,5.03,96.18,-0.7,-12.22
Albania,ALB,0,1997,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,1997,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,1997,OTHFOSS,Other Fossil,0.2,3.82,-0.06,-23.08
Albania,ALB,0,1997,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,1997,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,1997,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,1998,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,1998,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,1998,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,1998,HYDRO,Hydro,4.92,96.28,-0.11,-2.19
Albania,ALB,0,1998,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,1998,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,1998,OTHFOSS,Other Fossil,0.19,3.72,-0.01,-5.0
Albania,ALB,0,1998,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,1998,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,1998,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,1999,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,1999,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,1999,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,1999,HYDRO,Hydro,5.28,97.42,0.36,7.32
Albania,ALB,0,1999,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,1999,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,1999,OTHFOSS,Other Fossil,0.14,2.58,-0.05,-26.32
Albania,ALB,0,1999,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,1999,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,1999,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2000,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2000,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2000,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2000,HYDRO,Hydro,4.59,96.23,-0.69,-13.07
Albania,ALB,0,2000,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2000,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2000,OTHFOSS,Other Fossil,0.18,3.77,0.04,28.57
Albania,ALB,0,2000,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2000,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2000,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2001,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2001,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2001,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2001,HYDRO,Hydro,3.56,95.44,-1.03,-22.44
Albania,ALB,0,2001,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2001,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2001,OTHFOSS,Other Fossil,0.17,4.56,-0.01,-5.56
Albania,ALB,0,2001,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2001,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2001,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2002,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2002,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2002,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2002,HYDRO,Hydro,3.51,93.85,-0.05,-1.4
Albania,ALB,0,2002,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2002,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2002,OTHFOSS,Other Fossil,0.23,6.15,0.06,35.29
Albania,ALB,0,2002,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2002,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2002,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2003,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2003,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2003,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2003,HYDRO,Hydro,4.89,97.8,1.38,39.32
Albania,ALB,0,2003,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2003,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2003,OTHFOSS,Other Fossil,0.11,2.2,-0.12,-52.17
Albania,ALB,0,2003,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2003,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2003,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2004,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2004,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2004,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2004,HYDRO,Hydro,5.47,97.5,0.58,11.86
Albania,ALB,0,2004,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2004,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2004,OTHFOSS,Other Fossil,0.14,2.5,0.03,27.27
Albania,ALB,0,2004,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2004,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2004,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2005,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2005,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2005,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2005,HYDRO,Hydro,5.37,98.71,-0.1,-1.83
Albania,ALB,0,2005,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2005,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2005,OTHFOSS,Other Fossil,0.07,1.29,-0.07,-50.0
Albania,ALB,0,2005,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2005,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2005,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2006,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2006,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2006,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2006,HYDRO,Hydro,5.43,98.37,0.06,1.12
Albania,ALB,0,2006,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2006,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2006,OTHFOSS,Other Fossil,0.09,1.63,0.02,28.57
Albania,ALB,0,2006,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2006,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2006,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2007,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2007,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2007,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2007,HYDRO,Hydro,2.79,97.55,-2.64,-48.62
Albania,ALB,0,2007,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2007,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2007,OTHFOSS,Other Fossil,0.07,2.45,-0.02,-22.22
Albania,ALB,0,2007,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2007,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2007,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2008,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2008,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2008,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2008,HYDRO,Hydro,3.8,100.0,1.01,36.2
Albania,ALB,0,2008,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2008,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2008,OTHFOSS,Other Fossil,0.0,0.0,-0.07,-100.0
Albania,ALB,0,2008,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2008,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2008,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2009,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2009,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2009,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2009,HYDRO,Hydro,5.2,100.0,1.4,36.84
Albania,ALB,0,2009,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2009,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2009,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2009,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2009,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2009,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2010,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2010,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2010,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2010,HYDRO,Hydro,7.57,100.0,2.37,45.58
Albania,ALB,0,2010,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2010,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2010,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2010,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2010,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2010,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2011,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2011,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2011,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2011,HYDRO,Hydro,4.13,98.57,-3.44,-45.44
Albania,ALB,0,2011,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2011,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2011,OTHFOSS,Other Fossil,0.06,1.43,0.06,
Albania,ALB,0,2011,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2011,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2011,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2012,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2012,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2012,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2012,HYDRO,Hydro,4.72,100.0,0.59,14.29
Albania,ALB,0,2012,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2012,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2012,OTHFOSS,Other Fossil,0.0,0.0,-0.06,-100.0
Albania,ALB,0,2012,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2012,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2012,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2013,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2013,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2013,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2013,HYDRO,Hydro,6.96,100.0,2.24,47.46
Albania,ALB,0,2013,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2013,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2013,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2013,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2013,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2013,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2014,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2014,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2014,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2014,HYDRO,Hydro,4.72,100.0,-2.24,-32.18
Albania,ALB,0,2014,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2014,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2014,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2014,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2014,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2014,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2015,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2015,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2015,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2015,HYDRO,Hydro,5.89,100.0,1.17,24.79
Albania,ALB,0,2015,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2015,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2015,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2015,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2015,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2015,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2016,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2016,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2016,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2016,HYDRO,Hydro,7.78,100.0,1.89,32.09
Albania,ALB,0,2016,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2016,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2016,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2016,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2016,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2016,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2017,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2017,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2017,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2017,HYDRO,Hydro,4.52,100.0,-3.26,-41.9
Albania,ALB,0,2017,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2017,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2017,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2017,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2017,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2017,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2018,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2018,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2018,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2018,HYDRO,Hydro,8.55,100.0,4.03,89.16
Albania,ALB,0,2018,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2018,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2018,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2018,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2018,SOLAR,Solar,0.0,0.0,0.0,
Albania,ALB,0,2018,WIND,Wind,0.0,0.0,0.0,
Albania,ALB,0,2019,BIO,Bioenergy,0.0,0.0,0.0,
Albania,ALB,0,2019,GAS,Gas,0.0,0.0,0.0,
Albania,ALB,0,2019,HARDCOAL,Hard Coal,0.0,0.0,0.0,
Albania,ALB,0,2019,HYDRO,Hydro,5.18,99.62,-3.37,-39.42
Albania,ALB,0,2019,LIGNITE,Lignite,0.0,0.0,0.0,
Albania,ALB,0,2019,NUCLEAR,Nuclear,0.0,0.0,0.0,
Albania,ALB,0,2019,OTHFOSS,Other Fossil,0.0,0.0,0.0,
Albania,ALB,0,2019,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Albania,ALB,0,2019,SOLAR,Solar,0.02,0.38,0.02,
Albania,ALB,0,2019,WIND,Wind,0.0,0.0,0.0,
Austria,AUT,1,1990,BIO,Bioenergy,1.13,2.29,,
Austria,AUT,1,1990,GAS,Gas,7.72,15.66,,
Austria,AUT,1,1990,HARDCOAL,Hard Coal,3.81,7.73,,
Austria,AUT,1,1990,HYDRO,Hydro,31.51,63.91,,
Austria,AUT,1,1990,LIGNITE,Lignite,2.38,4.83,,
Austria,AUT,1,1990,NUCLEAR,Nuclear,0.0,0.0,,
Austria,AUT,1,1990,OTHFOSS,Other Fossil,2.75,5.58,,
Austria,AUT,1,1990,OTHRENEW,Other Renewables,0.0,0.0,,
Austria,AUT,1,1990,SOLAR,Solar,0.0,0.0,,
Austria,AUT,1,1990,WIND,Wind,0.0,0.0,,
Austria,AUT,1,1991,BIO,Bioenergy,1.21,2.41,0.08,7.08
Austria,AUT,1,1991,GAS,Gas,7.47,14.89,-0.25,-3.24
Austria,AUT,1,1991,HARDCOAL,Hard Coal,4.12,8.21,0.31,8.14
Austria,AUT,1,1991,HYDRO,Hydro,31.44,62.65,-0.07,-0.22
Austria,AUT,1,1991,LIGNITE,Lignite,2.72,5.42,0.34,14.29
Austria,AUT,1,1991,NUCLEAR,Nuclear,0.0,0.0,0.0,
Austria,AUT,1,1991,OTHFOSS,Other Fossil,3.22,6.42,0.47,17.09
Austria,AUT,1,1991,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Austria,AUT,1,1991,SOLAR,Solar,0.0,0.0,0.0,
Austria,AUT,1,1991,WIND,Wind,0.0,0.0,0.0,
Austria,AUT,1,1992,BIO,Bioenergy,1.31,2.62,0.1,8.26
Austria,AUT,1,1992,GAS,Gas,6.64,13.29,-0.83,-11.11
Austria,AUT,1,1992,HARDCOAL,Hard Coal,2.84,5.69,-1.28,-31.07
Austria,AUT,1,1992,HYDRO,Hydro,34.85,69.77,3.41,10.85
Austria,AUT,1,1992,LIGNITE,Lignite,1.27,2.54,-1.45,-53.31
Austria,AUT,1,1992,NUCLEAR,Nuclear,0.0,0.0,0.0,
Austria,AUT,1,1992,OTHFOSS,Other Fossil,3.04,6.09,-0.18,-5.59
Austria,AUT,1,1992,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Austria,AUT,1,1992,SOLAR,Solar,0.0,0.0,0.0,
Austria,AUT,1,1992,WIND,Wind,0.0,0.0,0.0,
Austria,AUT,1,1993,BIO,Bioenergy,1.34,2.61,0.03,2.29
Austria,AUT,1,1993,GAS,Gas,6.79,13.22,0.15,2.26
Austria,AUT,1,1993,HARDCOAL,Hard Coal,1.9,3.7,-0.94,-33.1
Austria,AUT,1,1993,HYDRO,Hydro,36.71,71.46,1.86,5.34
Austria,AUT,1,1993,LIGNITE,Lignite,1.08,2.1,-0.19,-14.96
Austria,AUT,1,1993,NUCLEAR,Nuclear,0.0,0.0,0.0,
Austria,AUT,1,1993,OTHFOSS,Other Fossil,3.55,6.91,0.51,16.78
Austria,AUT,1,1993,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Austria,AUT,1,1993,SOLAR,Solar,0.0,0.0,0.0,
Austria,AUT,1,1993,WIND,Wind,0.0,0.0,0.0,
Austria,AUT,1,1994,BIO,Bioenergy,1.19,2.28,-0.15,-11.19
Austria,AUT,1,1994,GAS,Gas,8.64,16.58,1.85,27.25
Austria,AUT,1,1994,HARDCOAL,Hard Coal,2.08,3.99,0.18,9.47
Austria,AUT,1,1994,HYDRO,Hydro,35.71,68.53,-1.0,-2.72
Austria,AUT,1,1994,LIGNITE,Lignite,1.02,1.96,-0.06,-5.56
Austria,AUT,1,1994,NUCLEAR,Nuclear,0.0,0.0,0.0,
Austria,AUT,1,1994,OTHFOSS,Other Fossil,3.47,6.66,-0.08,-2.25
Austria,AUT,1,1994,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Austria,AUT,1,1994,SOLAR,Solar,0.0,0.0,0.0,
Austria,AUT,1,1994,WIND,Wind,0.0,0.0,0.0,
Austria,AUT,1,1995,BIO,Bioenergy,1.84,3.33,0.65,54.62
Austria,AUT,1,1995,GAS,Gas,8.91,16.15,0.27,3.13
Austria,AUT,1,1995,HARDCOAL,Hard Coal,2.82,5.11,0.74,35.58
Austria,AUT,1,1995,HYDRO,Hydro,37.07,67.18,1.36,3.81
Austria,AUT,1,1995,LIGNITE,Lignite,1.5,2.72,0.48,47.06
Austria,AUT,1,1995,NUCLEAR,Nuclear,0.0,0.0,0.0,
Austria,AUT,1,1995,OTHFOSS,Other Fossil,3.04,5.51,-0.43,-12.39
Austria,AUT,1,1995,OTHRENEW,Other Renewables,0.0,0.0,0.0,
Austria,AUT,1,1995,SOLAR,Solar,0.0,0.0,0.0,
