Entity,Year,Biofuels Consumption - Kboed - Biodiesel,Biofuels Consumption - Kboed - Total,Biofuels Consumption - PJ - Biodiesel,Biofuels Consumption - PJ - Total,Biofuels Consumption - TWh - Biodiesel,Biofuels Consumption - TWh - Total,Biofuels Production - Kboed - Biodiesel,Biofuels Production - Kboed - Total,Biofuels Production - PJ - Biodiesel,Biofuels Production - PJ - Total,Biofuels Production - TWh - Biodiesel,Biofuels Production - TWh - Total,Carbon Dioxide Emissions,Coal - Prices,Coal - Reserves - Anthracite and bituminous,Coal - Reserves - Sub-bituminous and lignite,Coal - Reserves - Total,Coal Consumption - EJ,Coal Consumption - TWh,Coal Production - EJ,Coal Production - TWh,Coal Production - Tonnes,Cobalt Production-Reserves,Elec Gen from Coal,Elec Gen from Gas,Elec Gen from Oil,Electricity Generation,Gas - Prices,Gas - Proved reserves,Gas Consumption - Bcf,Gas Consumption - Bcm,Gas Consumption - EJ,Gas Consumption - TWh,Gas Production - Bcf,Gas Production - Bcm,Gas Production - EJ,Gas Production - TWh,Geo Biomass Other - EJ,Geo Biomass Other - TWh,Geothermal Capacity,Graphite Production-Reserves,Hydro Consumption - EJ,Hydro Consumption - TWh,Hydro Generation - TWh,Lithium Production-Reserves,Nuclear Consumption - EJ,Nuclear Consumption - TWh,Nuclear Generation - TWh,Oil - Crude prices since 1861 (2020 $),Oil - Crude prices since 1861 (current $),Oil - Proved reserves,Oil - Refinery throughput,Oil - Refining capacity,Oil - Spot crude prices,Oil Consumption - Barrels,Oil Consumption - EJ,Oil Consumption - TWh,Oil Consumption - Tonnes,Oil Production - Barrels,Oil Production - Crude Conds,Oil Production - NGLs,Oil Production - TWh,Oil Production - Tonnes,Primary Energy - Cons capita,Primary Energy Consumption - EJ,Primary Energy Consumption - TWh,Rare Earth Production-Reserves,Renewables Consumption - EJ,Renewables Consumption - TWh,Renewables Power - EJ,Renewables power - TWh,Solar Capacity,Solar Consumption - EJ,Solar Consumption - TWh,Solar Generation - TWh,Total Liquids - Consumption,Wind Capacity,Wind Consumption - EJ,Wind Consumption - TWh,Wind Generation - TWh,Biofuels Consumption - TWh - Biodiesel (zero filled),Biofuels Consumption - TWh - Total (zero filled),Coal Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Geo Biomass Other - TWh (zero filled)
Africa,1975,,,,,,,,,,,,,382.5067113,,,,,1.623889813,451.0805036111111,,,,,,,,,,,0.518964711,5.363837747,0.193098159,53.6383775,1.115857695,11.53311487,0.415192135,115.33114861111112,0.00172,0.172,,,0.3771797,104.77213888888888,37.71796997,,0,0,0,,,,,1406.083288,,1018.176371,2.155648104,598.7911399999999,50.14949218,5067.947644,,,2831.092614262,243.4301474,10.50729084,4.351535775,1208.7599375,,0.00172,0.4777777777777777,0.00172,0.172,,0,0,0,1018.176371,,0,0,0,0,0,451.0805036111111,53.6383775,104.77213888888888,0,598.7911399999999,0,0,0.172
Africa,1976,,,,,,,,,,,,,423.119058,,,,,1.731866962,481.0741561111111,,,,,,,,,,,0.588398143,6.098138995,0.219533004,60.98139,1.3246099,13.72821343,0.494215683,137.28213416666668,0.00185,0.185,,,0.417976332,116.10453666666666,41.79763324,,0,0,0,,,,,1503.883562,,1127.531251,2.391387308,664.2742522222222,55.60740662,6028.478,,,3377.1101390310005,290.3792037,11.19011699,4.762613606,1322.948223888889,,0.00185,0.513888888888889,0.00185,0.185,,0,0,0,1127.531251,,0,0,0,0,0,481.0741561111111,60.98139,116.10453666666666,0,664.2742522222222,0,0,0.185
Africa,1977,,,,,,,,,,,,,439.973455,,,,,1.770114438,491.698455,,,,,,,,,,,0.660182855,6.823419091,0.245643087,68.23419083333333,1.35431101,13.99768493,0.503916658,139.97684944444444,0.00189,0.189,,,0.459287681,127.57991138888887,45.92876812,,0,0,0,,,,,1592.245205,,1197.874314,2.532143453,703.373181388889,58.90287069,6340.133164,,,3541.035528663,304.4742501,11.44896597,5.00907866,1391.410738888889,,0.00189,0.525,0.00189,0.189,,0,0,0,1197.874314,,0,0,0,0,0,491.698455,68.23419083333333,127.57991138888887,0,703.373181388889,0,0,0.189
Africa,1978,,,,,,,,,,,,,450.9652411,,,,,1.720136098,477.81558277777776,,,,,,,,,,,0.942078103,9.736989781,0.350531632,97.36989777777777,1.806275097,18.66902766,0.672084996,186.69027666666668,0.00195,0.195,,,0.463069387,128.63038527777778,46.30693874,,0,0,0,,,,,1796,,1264.894031,2.666250688,740.625191111111,61.9338413,6189.225562,,,3456.545199885,297.2093895,11.56355457,5.201937806,1444.9827238888888,,0.00195,0.5416666666666666,0.00195,0.195,,0,0,0,1264.894031,,0,0,0,0,0,477.81558277777776,97.36989777777777,128.63038527777778,0,740.625191111111,0,0,0.195
Africa,1979,,,,,,,,,,,,,492.3161931,,,,,1.826089187,507.2469963888889,,,,,,,,,,,1.440091454,14.8842816,0.535834137,148.84281583333333,2.741288049,28.33299451,1.019987802,283.32994499999995,0.00201,0.201,,,0.49565233,137.68120277777777,49.56523298,,0,0,0,,,,,1918,,1349.634345,2.843443899,789.8455275,66.08437223,6800.796164,,,3800.223798574,326.7604298,12.32745461,5.703029553,1584.174875833333,,0.00201,0.5583333333333333,0.00201,0.201,,0,0,0,1349.634345,,0,0,0,0,0,507.2469963888889,148.84281583333333,137.68120277777777,0,789.8455275,0,0,0.201
Africa,1980,,,,,,,,,,,,,517.8356674,,,,,1.956805414,543.5570594444445,,,,,,,,,,5.7456955,1.803498365,18.69139772,0.672890318,186.9139772222222,2.395833433,24.83033888,0.8938922,248.3033888888889,0.00207,0.207,,,0.483117844,134.19940111111111,48.31178436,,0,0,0,,,53.436518,1400.662863,2287,,1422.856507,3.006974532,835.2707033333334,69.84629055,6219.397284,,,3492.4871217550003,300.2998385,12.85210697,6.121858108,1700.516141111111,,0.00207,0.575,0.00207,0.207,,0,0,0,1422.856507,,0,0,0,0,0,543.5570594444445,186.9139772222222,134.19940111111111,0,835.2707033333334,0,0,0.207
Africa,1981,,,,,,,,,,,,,541.6810961,,,,,2.28887562,635.7987833333334,3.275652036,909.9033433333332,135.963185,,,,,,,5.6728435,2.210709055,22.8491156,0.822568162,228.4911561111111,2.561503468,26.47480396,0.953092942,264.74803944444443,0.00218,0.218,,,0.501929061,139.42473916666663,50.19290606,,0,0,0,,,56.281772,1516.221545,2348,,1516.312164,3.196365106,887.8791961111111,74.25304449,4961.048082,,,2773.140062587,238.4471249,13.9034058,6.811917948,1892.19943,,0.00218,0.6055555555555555,0.00218,0.218,,0,0,0,1516.312164,,0,0,0,0,0,635.7987833333334,228.4911561111111,139.42473916666663,0,887.8791961111111,0,0,0.218
Africa,1982,,,,,,,,,,,,,575.0997742,,,,,2.524233177,701.1758825000001,3.595363901,998.7121947222222,149.204185,,,,,,,6.0302095,2.387208765,24.67335487,0.888240775,246.7335486111111,3.145548514,32.51128929,1.170406414,325.11289277777774,0.00236,0.236,,,0.502062371,139.4617697222222,50.20623713,,0,0,0,,,58.27078,1668.42046,2422,,1592.908666,3.356097223,932.2492286111112,77.95987197,4785.672466,,,2666.06156053,229.240031,14.43131208,7.272993547,2020.2759852777776,,0.00236,0.6555555555555556,0.00236,0.236,,0,0,0,1592.908666,,0,0,0,0,0,701.1758825000001,246.7335486111111,139.4617697222222,0,932.2492286111112,0,0,0.236
Africa,1983,,,,,,,,,,,,,593.8503668,,,,,2.56768577,713.2460472222223,3.642742068,1011.8727966666668,151.023044,,,,,,,6.0329375,2.624656799,27.1275347,0.976591249,271.27534694444444,4.227666556,43.6956829,1.573044584,436.9568288888889,0.0023,0.23,,,0.452471601,125.68655583333332,45.24716006,,0,0,0,,,58.038758,1627.569266,2322,,1644.824633,3.467478507,963.1884741666668,80.5634262,4844.915205,,,2702.351414784,232.3603968,14.40259887,7.466527127,2074.0353130555554,,0.0023,0.6388888888888888,0.0023,0.23,,0,0,0,1644.824633,,0,0,0,0,0,713.2460472222223,271.27534694444444,125.68655583333332,0,963.1884741666668,0,0,0.23
Africa,1984,,,,,,,,,,,,,616.1266672,,,,,2.746432338,762.8978716666667,4.062430245,1128.4528458333332,168.340985,,,,,,,5.9640875,2.507753816,25.99027804,0.93565001,259.9027805555556,4.42543564,45.86506938,1.651142498,458.6506938888889,0.00234,0.234,,,0.444899733,123.58325916666666,44.48997332,,0.03925,10.902777777777777,3.925,,,57.766581,1720.443126,2492,,1679.562516,3.546040834,985.0113427777776,82.41313097,5163.733962,,,2885.779347963,248.1323601,14.46642867,7.714612915,2142.948031944444,,0.00234,0.65,0.00234,0.234,,0,0,0,1679.562516,,0,0,0,0,0,762.8978716666667,259.9027805555556,123.58325916666666,10.902777777777777,985.0113427777776,0,0,0.234
Africa,1985,,,,,,,,,,,,,640.5398382,,,,,2.833797202,787.1658894444444,4.316078384,1198.910662222222,179.000718,,139.5143361,27.9265,34.29558007,258.9858381,,5.91375,2.697873286,27.88427471,1.003833889,278.84274694444446,4.892563094,50.56782097,1.820441555,505.6782097222222,0.00269,0.269,,,0.494496851,137.3602363888889,49.44968505,,0.05315,14.76388888888889,5.315,,,57.03738333,1792.355699,2528,,1725.865445,3.62739141,1007.608725,84.27474299,5368.781384,,,3000.3309274900007,257.982023,14.60987505,8.015359352,2226.488708888889,,0.00269,0.7472222222222222,0.00269,0.269,,0,0,0,1725.865445,,0,0,0,0,0,787.1658894444444,278.84274694444446,137.3602363888889,14.76388888888889,1007.608725,0,0,0.269
Africa,1986,,,,,,,,,,,,,654.1406158,,,,,2.899281947,805.3560963888889,4.426168298,1229.491193888889,183.213888,,142.0782501,28.349,37.18414795,270.1096661,,7.0931125,3.0309772,31.32712026,1.127776329,313.2712025,5.129267332,53.01431318,1.908515275,530.1431319444445,0.00659,0.659,,,0.511453733,142.07048138888888,51.1453733,,0.08803,24.452777777777776,8.803,,,57.96605667,1834.415841,2553,,1701.932453,3.572721933,992.4227591666668,82.99339239,5370.671,,,2991.711509995,257.2408865,14.54094808,8.205853942,2279.403872777777,,0.00659,1.830555555555556,0.00659,0.659,,0,0,0,1701.932453,,0,0,0,0,0,805.3560963888889,313.2712025,142.07048138888888,24.452777777777776,992.4227591666668,0,0,0.659
Africa,1987,,,,,,,,,,,,,665.055116,,,,,2.981951036,828.3197322222222,4.43078976,1230.7749333333331,183.713114,,152.2274759,31.584,38.683589,280.2595253,,7.0746125,3.128824499,32.33843571,1.164183686,323.38435722222226,5.601758752,57.89781925,2.084321493,578.9781925,0.00658,0.658,,,0.490564603,136.26794527777778,49.05646031,,0.06167,17.130555555555556,6.167,,,58.66358,1913.326805,2633,,1798.321846,3.769957969,1047.2105469444443,87.57243971,5398.806973,,,2997.637391578,257.7504206,14.60122778,8.474907294,2354.140915,,0.00658,1.8277777777777775,0.00658,0.658,,0,0,0,1798.321846,,0,0,0,0,0,828.3197322222222,323.38435722222226,136.26794527777778,17.130555555555556,1047.2105469444443,0,0,0.658
Africa,1988,,,,,,,,,,,,,705.4387665,,,,,3.204578897,890.1608047222222,4.553753233,1264.931453611111,188.768316,,152.4487263,34.0095,42.61288463,295.2956199,,7.351975,3.458565018,35.84445406,1.290400346,358.44454055555553,5.958454649,61.75322795,2.223116206,617.5322794444444,0.00626,0.626,,,0.535934564,148.8707122222222,53.59345636,,0.10493,29.14722222222222,10.493,,,58.99675333,2001.810984,2691,,1869.449701,3.925682046,1090.4672349999998,91.10487455,5624.676678,,,3124.963679441,268.6985107,15.19276357,9.067785853,2518.829403611111,,0.00626,1.738888888888889,0.00626,0.626,,0,0,0,1869.449701,,0,0,0,0,0,890.1608047222222,358.44454055555553,148.8707122222222,29.14722222222222,1090.4672349999998,0,0,0.626
Africa,1989,,,,,,,,,,,,,705.4351756,,,,,3.008235103,835.6208619444444,4.422421442,1228.4504005555557,183.641434,,157.2106277,36.939,43.33788191,306.6478297,,8.10405,3.594075187,37.14710411,1.337295748,371.4710411111111,6.554091436,67.74079679,2.438668685,677.4079680555556,0.00617,0.617,,,0.562762148,156.3228188888889,56.27621477,,0.11099,30.83055555555556,11.099,,,59.08652667,2042.184189,2813,,1944.760732,4.068112114,1130.0311427777776,94.40211076,6214.193151,,,3449.0318209760003,296.5633552,14.82214449,9.093565112,2525.990308888889,,0.00617,1.7138888888888888,0.00617,0.617,,0,0,0,1944.760732,,0,0,0,0,0,835.6208619444444,371.4710411111111,156.3228188888889,30.83055555555556,1130.0311427777776,0,0,0.617
Africa,1990,,0,,0,,0,0,0.110595171,0,0.247020202,0,0.0686167227777777,735.1467535,,,,,3.160115501,877.8098613888889,4.396413668,1221.2260188888888,182.626919,,164.6735354,42.646,43.00662335,318.8440284,,8.179175,3.856993752,39.86453844,1.435123384,398.6453844444444,6.981569379,72.1590593,2.597726135,721.5905930555555,0.00808,0.808,45,,0.572546591,159.04071972222224,57.25465912,,0.08449,23.46944444444444,8.449,,,58.72581,2104.092226,2868,,1978.687716,4.122445468,1145.123741111111,95.55663932,6666.649329,,,3696.371821373,317.8307671,14.88507279,9.382800945,2606.333595833333,,0.00808,2.2444444444444445,0.00808,0.808,,0,0,0,1978.687716,,0,0,0,0,0,877.8098613888889,398.6453844444444,159.04071972222224,23.46944444444444,1145.123741111111,0,0,0.808
Africa,1991,,0,,0,,0,0,0.110595171,0,0.247020202,0,0.0686167227777777,737.2671043,,,,,3.071500447,853.1945686111111,4.481333317,1244.8148102777775,186.251542,,164.7859777,45.6115,42.08662062,324.9179973,,9.0807125,3.885924768,40.1635593,1.445888135,401.6355930555556,7.483338846,77.34517301,2.784426228,773.45173,0.00824,0.824,,,0.606514884,168.47635666666665,60.65148841,,0.09144,25.4,9.144,,,60.37198233,2101.290292,2868,,1983.654575,4.135179625,1148.6610069444444,95.87987389,6911.501726,,,3834.597155595,329.7160065,14.45717037,9.35876309,2599.656413888889,,0.00824,2.288888888888889,0.00824,0.824,,0,0,0,1983.654575,,0,0,0,0,0,853.1945686111111,401.6355930555556,168.47635666666665,25.4,1148.6610069444444,0,0,0.824
Africa,1992,,0,,0,,0,0,0.110595171,0,0.24769697,0,0.0688047138888888,755.0245805,,,,,3.089882693,858.3007480555555,4.583301821,1273.1393947222225,191.908418,,165.4204072,50.5445,42.62959227,327.937152,,9.4497025,4.064758729,42.12702574,1.516572927,421.2702575,7.798971103,80.82827993,2.909818077,808.2827991666667,0.0085425,0.85425,,,0.578602917,160.7230325,57.86029168,,0.092880003,25.80000083333333,9.288000285,,,61.07908067,2079.04984,2877,,2019.795161,4.218256001,1171.7377780555555,97.81130846,7018.761284,,,3907.29751256,335.967112,14.3033332,9.50473704,2640.204733333333,,0.0085425,2.3729166666666663,0.0085425,0.85425,,0,0,0,2019.795161,,0,0,0,0,0,858.3007480555555,421.2702575,160.7230325,25.80000083333333,1171.7377780555555,0,0,0.85425
Africa,1993,,0,,0,,0,0,0.110595171,0,0.247020202,0,0.0686167227777777,760.5175808,,,,,3.137814743,871.6152063888889,4.669188986,1296.9969405555555,195.661326,,175.9624054,55.1335,41.79801576,339.122339,,9.56595,3.992433639,41.26439774,1.485518319,412.6439775,8.063418377,83.34067217,3.000264198,833.4067216666666,0.009397,0.9397,,,0.566825073,157.45140916666665,56.68250727,,0.072550001,20.152778055555554,7.255000053,,,61.233073,2087.166883,2978,,2046.197098,4.253429178,1181.508105,98.54973178,6955.250603,,,3856.359524442,331.5872334,13.96976496,9.525554313,2645.987309166667,,0.009417,2.615833333333333,0.009417,0.9417,,0,0,0,2046.197098,,0.00002,0.0055555555555555,0.002,0,0,871.6152063888889,412.6439775,157.45140916666665,20.152778055555554,1181.508105,0,0.0055555555555555,0.9397
Africa,1994,,0,,0,,0,0,0.110595171,0,0.247020202,0,0.0686167227777777,786.8244379,,,,,3.219007431,894.1687308333334,4.85291433,1348.0317583333333,203.539913,,179.7987308,62.1015,39.81752025,351.3744101,,8.7190875,4.178043392,43.18279524,1.554580628,431.8279522222222,7.64002456,78.96462176,2.842726383,789.6462175,0.00837,0.837,,,0.575960486,159.9890238888889,57.59604857,,0.096969999,26.93611083333333,9.696999854,,,65.008346,2025.37321,2861,,2117.174127,4.397551077,1221.5419658333333,101.8625677,6944.644726,,,3848.592396378001,330.9193806,14.08615088,9.85249362,2736.8037833333333,,0.008424,2.34,0.008424,0.8424,,0,0,0,2117.174127,,0.000054,0.015,0.0054,0,0,894.1687308333334,431.8279522222222,159.9890238888889,26.93611083333333,1221.5419658333333,0,0.015,0.837
Africa,1995,,0,,0,,0,0,0.110595171,0,0.247020202,0,0.0686167227777777,811.5276979,,,,,3.318490224,921.80284,5.097756276,1416.04341,214.043671,,186.8891643,66.314,36.17685687,362.7552133,,9.486225,4.462646148,46.12434977,1.660476592,461.24349777777775,8.443641196,87.27052224,3.141738801,872.7052224999999,0.010207,1.0207,45,,0.597688769,166.02465805555556,59.76887687,,0.113009994,31.391665,11.30099943,,,71.952928,2162.326028,2941,,2192.61352,4.553894968,1264.9708244444444,105.4621799,7050.249178,,,3910.952948327,336.2814229,14.29563337,10.25383055,2848.2862638888887,,0.01027,2.8527777777777774,0.01027,1.027,,0,0,0,2192.61352,,0.000063,0.0174999999999999,0.0063,0,0,921.80284,461.24349777777775,166.02465805555556,31.391665,1264.9708244444444,0,0.0174999999999999,1.0207
Africa,1996,,0,,0,,0,0,0.110595171,0,0.24769697,0,0.0688047138888888,831.1314003,,,,,3.364386619,934.5518386111112,5.082066649,1411.6851802777776,213.540055,,197.2943057,69.9915,37.36356362,382.232337,,9.71649125,4.671876546,48.41917482,1.743090293,484.19174805555554,9.005480186,93.33250037,3.359970013,933.325003611111,0.012600931,1.260093088,,,0.623164587,173.10127416666666,62.31645867,,0.117750001,32.708333611111115,11.77500009,,,74.932238,2228.765491,3033,,2238.032507,4.667339357,1296.4831547222225,108.1700198,7264.545251,,,4037.574348868001,347.1689036,14.3173234,10.52840279,2924.556330555555,,0.012671931,3.5199808333333333,0.012671931,1.267193088,1.0124252185918083,0,0,0,2238.032507,,0.000071,0.0197222222222222,0.0071,0,0,934.5518386111112,484.19174805555554,173.10127416666666,32.708333611111115,1296.4831547222225,0,0.0197222222222222,1.260093088
Africa,1997,,0,,0,,0,0,0.165892756,0,0.370530303,0,0.1029250841666666,838.8773923,,,,,3.449957037,958.3213991666668,5.405787293,1501.607581388889,227.194091,,206.0477643,75.8445,38.569825,400.969743,,10.15220375,4.590669427,47.44755362,1.70811193,474.4755361111111,10.07784705,104.1611024,3.749799686,1041.611023888889,0.013886404,1.388640408,,,0.638524976,177.3680488888889,63.85249756,,0.126469999,35.13055527777777,12.64699988,,,75.258786,2399.298812,2940,,2307.017798,4.79396433,1331.6567583333333,111.0509475,7465.628562,,,4131.453803431,355.2410837,14.23703276,10.73098668,2980.8296333333337,,0.013958404,3.8773344444444446,0.013958404,1.395840408,3.037275655775425,0,0,0,2307.017798,6,0.000072,0.02,0.0072,0,0,958.3213991666668,474.4755361111111,177.3680488888889,35.13055527777777,1331.6567583333333,0,0.02,1.388640408
