Entity,Year,Biofuels Production - Kboed - Total,Biofuels Production - Kboed - Biogasoline,Biofuels Production - Kboed - Biodiesel,Biofuels Production - PJ - Total,Biofuels Production - PJ - Biogasoline,Biofuels Production - PJ - Biodiesel,Carbon Dioxide Emissions,Coal - Prices,Coal - Reserves - Anthracite and bituminous,Coal - Reserves - Sub-bituminous and lignite,Coal - Reserves - Total,Coal Consumption - EJ,Coal Production - EJ,Coal Production - Tonnes,Electricity Generation ,Gas - Prices ,Gas - Proved reserves,Gas - Proved reserves history ,Gas Consumption - Bcf,Gas Consumption - Bcm,Gas Consumption - EJ,Gas Production - Bcf,Gas Production - Bcm,Gas Production - EJ,Geo Biomass Other - EJ,Geo Biomass Other - TWh,Geothermal Capacity,Hydro Consumption - EJ,Hydro Generation - TWh,Nuclear Consumption - EJ,Nuclear Generation - TWh,Oil - Proved reserves,Oil - Proved reserves history,Oil - Refinery throughput,Oil - Refining capacity,Oil - Spot crude prices,Oil Consumption - Barrels,Oil Consumption - Tonnes,Oil Production - Barrels,Oil Production - Tonnes,Primary Energy Consumption,Renewables Power - EJ,Renewables Power - Twh,Solar Capacity,Solar Consumption - EJ,Solar Generation - TWh,Wind Capacity,Wind Consumption - EJ,Wind Generation -TWh,Cobalt and Lithium - Prices - Cobalt,Cobalt and Lithium - Prices - Lithium Carbonate,Cobalt Production-Reserves - Production,Cobalt Production-Reserves - Reserves,Elec Gen by fuel - Oil,Elec Gen by fuel - Natural Gas,Elec Gen by fuel - Coal,Elec Gen by fuel - Nuclear energy,Elec Gen by fuel - Hydro electric,Elec Gen by fuel - Renewables,Elec Gen by fuel - Other #,Elec Gen by fuel - Total,Elec Gen from Coal,Elec Gen from Gas,Elec Gen from Oil,Elec Gen from Other,Graphite Production-Reserves,Lithium Production-Reserves,Oil - Crude prices since 1861,Oil Consumption - EJ,Primary Energy - Cons by fuel - Oil,Primary Energy - Cons by fuel - Natural Gas,Primary Energy - Cons by fuel - Coal,Primary Energy - Cons by fuel - Nuclear energy,Primary Energy - Cons by fuel - Hydro electric,Primary Energy - Cons by fuel - Renewables,Primary Energy - Cons by fuel - Total,Primary Energy - Cons capita,Rare Earth Production-Reserves,Renewables Generation by source - Wind,Renewables Generation by source - Solar,Renewables Generation by source - Other renewables+,Renewables Generation by source - Total,Biofuels Consumption - Kboed - Total,Biofuels Consumption - Kboed - Biogasoline,Biofuels Consumption - Kboed - Biodiesel,Biofuels Consumption - PJ - Total,Biofuels Consumption - PJ - Biogasoline,Biofuels Consumption - PJ - Biodiesel,Total Liquids - Consumption,Renewables Consumption - EJ
Iran,1977,,,,,,,97.06163013,,,,,0.05391849,,,,,,,0.474868291,4.908072573,0.176690613,1.363088033,14.08840117,0.507182442,0,0,,0.039642018,3.9642018,0,0,,,,1050,,591.5018554,28.67702156,5713.958904,285.6278846,1.505010889,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.234759769,,,,,,,,43.24366049,,,,,,,,,,,,591.5018554,0
Iran,1978,,,,,,,94.38498951,,,,,0.032946013,,,,,,,0.367741057,3.800842952,0.136830346,0.853881058,8.825415974,0.317714975,0,0,,0.06209257,6.209257,0,0,,,,1081,,593.3968087,28.7795321,5302.054795,264.8200549,1.470639765,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.238770836,,,,,,,,40.89562288,,,,,,,,,,,,593.3968087,0
Iran,1979,,,,,,,103.0589991,,,,,0.047555391,,,,,,,0.4926705,5.092069979,0.183314519,0.822450905,8.500564905,0.306020337,0,0,,0.053828292,5.3828292,0,0,,,,1086,,625.527591,30.21973914,3217.589041,160.4851648,1.587081031,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.302382829,,,,,,,,42.62091068,,,,,,,,,,,,625.527591,0
Iran,1980,,,,,,,95.78118257,,,,,0.050081371,,,,,,13.3183945,0.437612743,4.535404072,0.163274547,0.437612743,4.535404072,0.163274547,0,0,,0.055817022,5.5817022,0,0,,58.296,684.8944089,590,,569.6914708,27.8734923,1478.961749,74.15802198,1.467763921,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.198590981,,,,,,,,37.97554087,,,,,,,,,,,,569.6914708,0
Iran,1981,,,,,,,97.60911165,,,,,0.041821192,,,,,,13.3032825,0.476800244,4.928040561,0.17740946,0.476800244,4.928040561,0.17740946,0,0,,0.060943526,6.0943526,0,0,,57.02,488.7603836,590,,563.6720161,27.74180015,1321.031233,66.15976923,1.47063604,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.190461862,,,,,,,,36.58306706,,,,,,,,,,,,563.6720161,0
Iran,1982,,,,,,,110.0093324,,,,,0.056407207,,,,,,13.2881705,0.652992537,6.749102481,0.242967689,0.652992537,6.749102481,0.242967689,0,0,,0.063948718,6.3948718,0,0,,56.148,534.0858904,590,,614.9088026,30.17488339,2396.924384,120.0924341,1.659566106,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.296242491,,,,,,,,39.63689005,,,,,,,,,,,,614.9088026,0
Iran,1983,,,,,,,130.7931369,,,,,0.053220592,,,,,,13.2655025,0.746282122,7.713310996,0.277679196,0.746282122,7.713310996,0.277679196,0,0,,0.062578704,6.2578704,0,0,,55.257,591.8824384,632,,749.8882961,36.67644049,2453.584658,122.8344396,1.970569529,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.577091037,,,,,,,,45.15839412,,,,,,,,,,,,749.8882961,0
Iran,1984,,,,,,,141.452353,,,,,0.041146196,,,,,,13.238112,0.866354694,8.97887155,0.323239376,0.866354694,8.97887155,0.323239376,0,0,,0.058512856,5.8512856,0,0,,58.874,644.1988525,680,,808.8853062,39.70566257,2042.535519,102.5182418,2.129458837,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1.70656041,,,,,,,,46.82929602,,,,,,,,,,,,808.8853062,0
Iran,1985,,,,,,,154.526463,,,,,0.040480788,,,38.915,,,13.209777,0.937187099,9.686438077,0.348711771,0.937187099,9.686438077,0.348711771,0,0,,0.05899,5.899,0,0,,59,662.913117,685,,892.4390927,43.61936187,2205.205479,110.3510989,2.324069585,0,0,,0,0,,0,0,,,,,,,,,,,,,0.088,13.73663735,19.19136265,0,,,,1.875887027,,,,,,,,49.08568474,,,,,,,,,,,,892.4390927,0
Iran,1986,,,,,,,144.3807488,,,,,0.039869975,,,42.186,,,13.1804975,0.900327941,9.305474709,0.33499709,0.900327941,9.305474709,0.33499709,0,0,,0.0705,7.05,0,0,,92.86,603.9317534,685,,822.0309549,40.28310874,2054.238356,102.6998077,2.175837379,0,0,,0,0,,0,0,,,,,,,,,,,,,0.087,15.77131651,19.27768349,0,,,,1.730470314,,,,,,,,44.17023472,,,,,,,,,,,,822.0309549,0
Iran,1987,,,,,,,153.4475676,,,,,0.039219012,,,45.062,,,13.149329,1.102181931,11.39176695,0.41010361,1.102181931,11.39176695,0.41010361,0,0,,0.07816,7.816,0,0,,92.86,602.2850137,780,,858.9748617,42.00140309,2342.438356,116.7256593,2.333341194,0,0,,0,0,,0,0,,,,,,,,,,,,,0.085,13.52833563,23.63266437,0,,,,1.805858573,,,,,,,,45.57860551,,,,,,,,,,,,858.9748617,0
Iran,1988,,,,,,,161.4434557,,,,,0.0404712,,,46.97,,,13.4119,1.19331406,12.36746766,0.445228836,1.19331406,12.36746766,0.445228836,0,0,,0.08246,8.246,0,0,,92.86,677.2868209,790,,898.1352788,44.26130175,2349.480874,117.3832418,2.464907992,0,0,,0,0,,0,0,,,,,,,,,,,,,0.088,20.01602367,18.61997633,0,,,,1.896747957,,,,,,,,46.43995522,,,,,,,,,,,,898.1352788,0
Iran,1989,,,,,,,176.920154,,,,,0.029732979,,,51.431,,,16.0565,1.510967851,15.61683525,0.562206069,1.510967851,15.61683525,0.562206069,0,0,,0.06732,6.732,0,0,,92.86,836.7800679,860,,969.5431233,47.52342271,2894.341918,143.8385385,2.697272535,0,0,,0,0,,0,0,,,,,,,,,,,,,0.064,26.36057309,18.27442691,0,,,,2.038013487,,,,,,,,49.20054521,,,,,,,,,,,,969.5431233,0
Iran,1990,,,,,,,190.5710495,,,,,0.029740222,,,57.655,,,16.0593335,2.205812935,22.79851101,0.820746396,2.391531897,24.71803725,0.889849341,0,0,,0.07381,7.381,0,0,,92.85,870.5098069,880,,1003.854658,49.25561916,3270.178082,162.7888736,3.035433873,0,0,,0,0,,0,0,,,,,,,,,,,,,0.065,30.32203121,19.88696879,0,,,,2.111137255,,,,,,,,53.85201108,,,,,,,,,,,,1003.854658,0
Iran,1991,,,,,,,211.0353546,,,,,0.042451179,,,62.814,,,18.7011,2.566944257,26.53103806,0.95511737,2.82514298,29.19968975,1.051188831,0,0,,0.05607,5.607,0,0,,92.86,988.7771184,995,,1066.372146,52.26173982,3499.561644,174.3708791,3.295126677,0,0,,0,0,,0,0,,,,,,,,,,,,,0.094,35.00195661,22.11104339,0,,,,2.241488128,,,,,,,,57.128682,,,,,,,,,,,,1066.372146,0
Iran,1992,,,,,,,226.4780066,,,,,0.037387831,,,67.178,,,19.55115,2.944652866,30.51828542,1.098658275,2.981910064,30.9044178,1.112559041,0,0,,0.09204,9.204,0,0,,92.86,996.2619932,1045,,1136.304139,55.6015425,3523.016393,175.6788571,3.615965381,0,0,,0,0,,0,0,,,,,,,,,,,,,0.083,37.15930312,20.73169688,0,,,,2.387879275,,,,,,,,61.5165405,,,,,,,,,,,,1136.304139,0
Iran,1993,,,,,,,212.0353757,,,,,0.045959425,,,74.686,,,19.55115,1.597690068,16.51316575,0.594473967,1.597690068,16.51316575,0.594473967,0,0,,0.10533,10.533,0,0,,92.86,1138.892258,1220,,1233.645007,60.42977942,3712.164384,184.293956,3.336982403,0,0,,0,0,,0,0,,,,,,,,,,,,,0.096,40.28365416,23.77334584,0,,,,2.591219012,,,,,,,,55.87361458,,,,,,,,,,,,1233.645007,0
Iran,1994,,,,,,,238.5549826,,,,,0.04614423,,,81.004,,,19.611598,2.525751205,26.10528107,0.939790119,2.537959024,26.23145683,0.944332446,0,0,,0.06896,6.896,0,0,,94.3,1263.732662,1255,,1283.120057,62.76468423,3730.027397,184.9845055,3.747898504,0,0,,0,0,,0,0,,,,,,,,,,,,,0.095,47.24839498,26.76460502,0,,,,2.693004155,,,,,,,,61.85609664,,,,,,,,,,,,1283.120057,0
Iran,1995,,,,,,,248.9390249,,,,,0.043217992,,,84.353,,,18.276075,3.083308348,31.8679967,1.147247881,3.083308348,31.8679967,1.147247881,0,0,,0.08323,8.323,0,0,,93.7,1300.296073,1315,,1286.542842,62.8519312,3743.774247,185.4565055,3.970402739,0,0,,0,0,,0,0,,,,,,,,,,,,,0.091,46.59963884,29.33936116,0,,,,2.696706866,,,,,,,,64.61964486,,,,,,,,,,,,1286.542842,0
Iran,1996,,,,,,,262.5438331,,,,,0.045209987,,,89.74,,,21.7235,3.616316433,37.47938454,1.349257843,3.616316433,37.47938454,1.349257843,0,0,,0.08814,8.814,0,0,,92.6,1360.419969,1315,,1339.435981,65.46879179,3758.579235,186.6417582,4.293071126,0,0,,0,0,,0,0,,,,,,,,,,,,,0.092,49.09434939,31.73965061,0,,,,2.810463295,,,,,,,,68.91526942,,,,,,,,,,,,1339.435981,0
Iran,1997,,,,,,,272.5661378,,,,,0.046339209,,,96.983,,,21.7235,3.846139446,39.75235213,1.431084677,3.810107233,39.37993578,1.417677688,0,0,,0.05941,5.941,0,0,,92.6,1468.818421,1436,,1390.976399,67.58047115,3776.463014,186.9626648,4.439701988,0,0,,0,0,9,0,0,,,,,,,,,,,,,0.096,58.89236654,32.05363346,0,,,,2.902868102,,,,,,,,70.3193148,,,,,,,,,,,,1390.976399,0
Iran,1998,,,,,,,278.7984184,,,,,0.053960986,,,102.385,,,22.76245,4.472998515,46.23134822,1.664328536,4.302756133,44.4717825,1.60098417,0,0,,0.07488,7.488,0,0,,93.7,1539.135558,1597,,1345.559059,65.00324057,3854.747945,190.7875549,4.59109026,0,0,,0,0,9,0,0,,,,,,,,,,,,,0.112,71.75508695,23.02991305,0,,,,2.797920739,,,,,,,,71.76736744,,,,,,,,,,,,1345.559059,0
Iran,1999,,,,,,,297.6790667,,,,,0.051353572,,,110.088,,23.6125,23.6125,5.318740255,54.97263905,1.979015006,5.125950097,52.9800274,1.907280986,0,0,,0.05143,5.143,0,0,93.1,93.1,1619.481601,1647,,1356.429051,65.45449599,3603.356164,178.1173901,4.900090785,0.00035,0.035,,0,0,9,0.00035,0.035,,,,,,,,,,,,,0.417,77.15055998,27.34244002,0,,,,2.817942207,,,,,,,,75.61766389,,,,,,,,,,,,1356.429051,0.00035
Iran,2000,,,,,,,313.8969619,,,,,0.054574771,,,119.348,,,24.557,5.735340442,59.44087965,2.139871667,5.435815248,56.33661039,2.028117974,0,0,,0.03781,3.781,0,0,,99.53,1603.996087,1647,,1403.760286,67.66101042,3850.403294,191.6652283,5.148293195,0.000365,0.0365,,0,0,11,0.000365,0.0365,,,,,,,,,,,,,0.484,81.5592427,33.4872573,0,,,,2.915671757,,,,,,,,78.45209835,,,,,,,,,,,,1403.760286,0.000365
Iran,2001,,,,,,,328.4800849,,,,,0.053503201,,,127.603,,,24.65145,6.437205547,66.53270513,2.395177384,6.057213284,62.605238,2.253788568,0,0,,0.040952338,4.122,0,0,,99.08,1598.379286,1647,,1421.745642,68.14779861,3824.45,189.804963,5.4317038,0.000334812,0.0337,,0,0,11,0.000334812,0.0337,,,,,,,,,,,,,0.472,89.50114556,33.47415444,0,,,,2.941736065,,,,,,,,81.74230954,,,,,,,,,,,,1421.745642,0.000334812
Iran,2002,,,,,,,355.0186605,,,,,0.050693607,,,138.225,,,25.208705,7.568012078,78.22032593,2.815931733,7.202947185,74.44714288,2.680097144,0,0,,0.079086194,8.012,0,0,,130.69,1576.377528,1647,,1435.136054,68.43424015,3616.920548,179.1228017,5.905469507,0.00029909,0.0303,,0,0,12,0.00029909,0.0303,,,,,,,,,,,,,0.516,98.04048593,31.62621407,0,,,,2.959458882,,,,,,,,87.76825403,,,,,,,,,,,,1435.136054,0.00029909
Iran,2003,,,,,,,359.7373863,,,,,0.054925792,,,151.645,,,26.039865,7.76697514,80.27673855,2.889962588,7.555172803,78.08762368,2.811154452,0,0,,0.094036154,9.588,0,0,,133.25,1576.704598,1692,,1456.374722,69.15563718,4083.606576,202.0898101,6.0342468,0.000270692,0.0276,,0,0,16,0.000270692,0.0276,,,,,,,,,,,,,0.472,109.8511391,31.70626089,0,,,,2.995051575,,,,,,,,88.57876921,,,,,,,,,,,,1456.374722,0.000270692
Iran,2004,,,,,,,388.2471696,,,,,0.057496403,,,162.755,,,25.97375,8.998100714,93.25601977,3.357216712,8.78429345,91.04012832,3.27744462,0,0,,0.116289745,11.933,0,0,,132.74,1585.063757,1692,,1495.561281,71.19507551,4215.802733,208.8326721,6.616462866,0.000451204,0.0463,,0,0,24.9,0.000451204,0.0463,,,,,,,,,,,,,0.476,114.6111301,35.68856993,0,,,,3.085008802,,,,,,,,95.95852263,,,,,,,,,,,,1495.561281,0.000451204
Iran,2005,,,,,,,416.3177074,,,,,0.06516997,,,177.077,,,26.04931,9.38953045,97.04690275,3.493688499,9.34750353,96.6125272,3.478050979,0,0,,0.139907848,14.448,0,0,,137.49,1624.050123,1692,,1651.05664,78.5551086,4217.465479,207.8710953,7.096009314,0.000686563,0.0709,,0,0,37,0.000686563,0.0709,,,,,,,,,,,,,0.571,124.5844299,37.40267015,0,,,,3.396556434,,,,,,,,101.7168978,,,,,,,,,,,,1651.05664,0.000686563
Iran,2006,,,,,,,451.331547,,,,,0.062905581,,,193.43,,,25.359825,10.23486645,105.784,3.808224,10.18583961,105.2772758,3.789981927,0,0,,0.178105472,18.509,0,0,,138.4,1673.814288,1772,,1800.990357,85.676352,4291.008082,210.6217505,7.753815543,0.001206679,0.1254,,9.62264E-07,0.0001,47,0.001205717,0.1253,,,,,,,,,,,,,0.564,125.1208599,49.11074014,0,,,,3.703373811,,,,,,,,109.8978436,,,,,,,,,,,,1800.990357,0.001206679
Iran,2007,,,,,,,480.7142022,,,,,0.06557542,,,203.131,,,26.568785,11.47022397,118.5522233,4.267880037,11.41819064,118.014425,4.248519298,0,0,,0.171732938,17.959,0,0,,138.22,1719.263836,1772,,1837.725744,87.87809844,4355.962603,213.2557467,8.299221866,0.001348313,0.141,,9.5625E-07,0.0001,63,0.001347356,0.1409,,,,,,,,,,,,,0.575,138.7544046,45.70159543,0,,,,3.792685159,,,,,,,,116.3391063,,,,,,,,,,,,1837.725744,0.001348313
Iran,2008,,,,,,,503.9093439,,,,,0.049103753,,,210.48,,,27.966645,12.13692732,125.7867155,4.528321756,11.92279198,123.5674238,4.448427257,0,0,,0.070684099,7.438,0,0,,137.62,1779.306625,1805,,1927.107778,92.00152537,4414.978142,215.4254592,8.619584456,0.001862609,0.196,,1.90062E-06,0.0002,63,0.001860708,0.1958,,,,,,,,,,,,,0.39,135.0593445,67.39665547,0,,,,3.969612239,,,,,,,,119.5162478,,,,,,,,,,,,1927.107778,0.001862609
Iran,2009,,,,,,,516.6741385,,,,,0.056840541,,,221.807,,27.966645,27.966645,13.04169633,134.794412,4.85259883,13.13275923,135.7356062,4.886481823,1.60556E-05,0.0017,,0.063495,6.723,0,0,137.01,137.01,1825.53637,1860,,1919.787542,90.96826059,4284.864603,207.2192361,8.906989733,0.002155222,0.2282,,2.83333E-06,0.0003,92,0.002136333,0.2262,,,,,,,,,,,,,0.376,149.4134815,65.06631854,0,,,,3.93190014,,,,,,,,122.139323,,,,,,,,,,,,1919.787542,0.002155222
Iran,2010,,,,,,,518.1012134,,,,,0.053831404,,,235.681,,,31.253505,13.97003527,144.3893986,5.198018348,13.92366767,143.9101593,5.180765733,9.57423E-05,0.0102,,0.096230429,10.252,0,0,,151.17,1829.694514,1860,,1788.442955,82.4629691,4420.620479,212.0325411,8.935285397,0.002063153,0.2198,,6.57055E-06,0.0007,95,0.00196084,0.2089,,,,,,,,,,,,,0.353,175.3719908,49.48420921,0,,,,3.585142063,,,,,,,,121.1358495,,,,,,,,,,,,1788.442955,0.002063153
Iran,2011,,,,,,,531.5633053,,,,,0.05975761,,,235.588,,,31.75409,14.82176806,153.1926108,5.514933989,14.60829799,150.9862588,5.435505317,0.000205244,0.022,,0.099673902,10.684,0.001036585,0.111111111,,154.58,1873.737536,1860,,1822.878348,84.17327847,4452.40411,212.528323,9.337494698,0.002203573,0.2362,,6.53049E-06,0.0007,98.2,0.001991799,0.2135,,,,,,,,,,,,,0.425,140.5321848,83.59950407,0,,,,3.659889037,,,,,,,,125.1088608,,,,,,,,,,,,1822.878348,0.002203573
Iran,2012,,,,,,,535.1341994,,,,,0.047043597,,,248.756,,,31.90521,14.71883617,152.5455339,5.491639219,15.14244085,156.9357588,5.649687315,0.000209564,0.0226,,0.115927636,12.502,0.01370303,1.477777778,,157.3,1933.298928,1952,,1859.248557,86.02077151,3809.756148,180.4787951,9.41042923,0.002110473,0.2276,,6.49091E-06,0.0007,106.1,0.001894418,0.2043,,,,,,,,,,,,,0.4,152.9568994,81.19172285,0,,,,3.740005275,,,,,,,,124.5756428,,,,,,,,,,,,1859.248557,0.002110473
Iran,2013,,,,,,,564.6032173,,,,,0.060069401,,,258.852,,,32.13189,14.88387177,153.834493,5.538041748,15.2412331,157.5280547,5.671009969,0.000177886,0.0193,,0.13478747,14.624,0.039837349,4.322222222,,157.8,2000.113131,1985,,2019.504827,93.90771506,3609.229863,169.6720246,9.8516317,0.002131861,0.2313,,6.45181E-06,0.0007,107.6,0.001947524,0.2113,,,,,,,,,,,,,0.459,135.8489109,103.3665669,0,,,,4.07676387,,,,,,,,128.8098698,,,,,,,,,,,,2019.504827,0.002131861
Iran,2014,,,,,,,578.1985692,,,,,0.068439736,,,273.5489,,,32.13189,16.77697481,173.4009439,6.24243398,16.97528449,175.4506034,6.316221721,0.000426934,0.0466,,0.132880958,14.504,0.037929341,4.14,,157.53,1941.064307,1985,,1901.193938,87.19752564,3714.137123,174.0464952,10.28040731,0.002244611,0.245,,6.41317E-06,0.0007,148.8,0.001811263,0.1977,,,,,,,,,,,,,0.53,192.6509629,63.55803708,-2.0791,,,,3.796478689,,,,,,,,132.7090333,,,,,,,,,,,,1901.193938,0.002244611
Iran,2015,,,,,,,570.1554013,,,,,0.065345439,,,279.48,,,31.64075,17.80434522,184.0194852,6.624701465,17.75871782,183.5478963,6.607724267,0.000148446,0.0163,,0.120687857,13.252,0.032303036,3.547,,158.4,1867.758449,1985,,1713.29616,77.12271396,3852.759885,180.2429371,10.21876255,0.002367857,0.26,,1.36607E-05,0.0015,153.44,0.00220575,0.2422,,,,,,,,,,,,,0.462,206.4378178,56.27918224,-0.758,,,,3.373356893,,,,,,,,130.1882417,,,,,,,,,,,,1713.29616,0.002367857
Iran,2016,,,,,,,596.6283192,,,,,0.063327443,,,286.143,,,31.84971968,18.94246147,196.3190475,7.06748571,19.23413282,199.3419198,7.176309111,0.000197361,0.0218,,0.13961929,15.422,0.058610373,6.473956284,,157.2,1874.68814,1985,,1764.489442,79.1691467,4578.22101,216.1444504,10.7928668,0.002635402,0.2911,,4.52663E-05,0.005,190.94,0.002392775,0.2643,,,,,,,,,,,,,0.488,223.6601423,39.70397996,0.103821494,,,,3.461188578,,,,,,,,135.6501435,,,,,,,,,,,,1764.489442,0.002635402
Iran,2017,,,,,,,612.6385333,,,,,0.068914728,,,305.164,,,31.933545,20.23226751,209.1136408,7.528091068,21.23978962,219.5270369,7.902973329,0.00021996,0.02444,,0.155088,17.232,0.062618459,6.957606557,,155.6,1959.397234,2130,,1807.897691,79.46380556,5007.335342,235.4876426,11.30491459,0.003748527,0.416503,,0.000772245,0.085805,259,0.002756322,0.306258,,,,,,,,,,,,,0.626462,251.1703398,28.87276637,-0.111677684,,,,3.486453804,,,,,,,,140.1310246,,,,,,,,,,,,1807.897691,0.003748527
Iran,2018,,,,,,,644.144049,,,,,0.055432569,,,314.4133593,,32.01736824,32.01736824,21.68577438,224.1365794,8.068916857,23.05875852,238.3272633,8.579781478,0.000218674,0.02444,,0.101923703,11.39147271,0.061606005,6.885377049,155.6,155.6,2022.020908,2240,,1834.787005,80.60134643,4800.698082,224.6773091,11.83123729,0.004394014,0.491095715,,0.001191799,0.133201058,282,0.002983542,0.333454657,,,,,86.03880102,208.9801508,0.626462,6.885377049,11.39147271,0.491095715,0,314.4133593,0.626462,208.9801508,86.03880102,0,,,,3.538964137,3.538964137,8.068916857,0.055432569,0.061606005,0.101923703,0.004394014,11.83123729,144.6357919,,0.333454657,0.133201058,0.02444,0.491095715,,,,,,,1834.787005,0.004394014
Iran,2019,,,,,,,670.7116944,,,,,0.051729068,,,318.6955426,,1130.682559,32.01736824,21.63563276,223.6183331,8.050259992,23.62262578,244.1551981,8.78958713,0.000217867,0.02444,,0.258188166,28.96311185,0.057146822,6.41063388,21.37362637,155.6,2207.891766,2405,,2018.245603,89.44820699,3534.571781,160.8312371,12.34389805,0.004925345,0.552516917,,0.00152201,0.170736501,302.2,0.003185468,0.357340417,,,,,82.59513569,199.5476822,0.626462,6.41063388,28.96311185,0.552516917,0,318.6955426,0.626462,199.5476822,82.59513569,0,,,,3.921648659,3.921648659,8.050259992,0.051729068,0.057146822,0.258188166,0.004925345,12.34389805,148.8761124,,0.357340417,0.170736501,0.02444,0.552516917,,,,,,,2018.245603,0.004925345
Iraq,1965,,,,,,,5.11638463,,,,,0,,,,,,,0.045773608,0.4731,0.0170316,,,,0,0,,0.000707104,0.0707104,0,0,,,,79,,26.02031597,1.321221771,1313,64.6754386,0.073279832,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.055541128,,,,,,,,8.749000194,,,,,,,,,,,,26.02031597,0
Iraq,1966,,,,,,,5.668391406,,,,,0,,,,,,,0.055792329,0.57665,0.0207594,,,,0,0,,0.000928074,0.0928074,0,0,,,,82,,28.1338163,1.429894009,1392,68.56680162,0.081786922,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.060099448,,,,,,,,9.453865456,,,,,,,,,,,,28.1338163,0
Iraq,1967,,,,,,,5.804934244,,,,,0,,,,,,,0.044486799,0.4598,0.0165528,,,,0,0,,0.001060656,0.1060656,0,0,,,,82,,30.43972418,1.548068462,1228,60.48852901,0.082673441,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.065059985,,,,,,,,9.239943276,,,,,,,,,,,,30.43972418,0
Iraq,1968,,,,,,,6.217110485,,,,,0,,,,,,,0.044456915,0.46075,0.016587,,,,0,0,,0.001281626,0.1281626,0,0,,,,103,,32.88288337,1.678179059,1503,74.23724696,0.088386107,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.070517481,,,,,,,,9.544227839,,,,,,,,,,,,32.88288337,0
Iraq,1969,,,,,,,7.17721815,,,,,0,,,,,,,0.070039135,0.7239,0.0260604,,,,0,0,,0.001414208,0.1414208,0,0,,,,103,,35.62536034,1.814167092,1521,74.92105263,0.103699129,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.076224521,,,,,,,,10.81823685,,,,,,,,,,,,35.62536034,0
Iraq,1970,,,,,,,9.208062257,,,,,0,,,,,,,0.071693602,0.741,0.026676,0.071693602,0.741,0.026676,0,0,,0.001723566,0.1723566,0,0,,,,103,,48.23072664,2.437992123,1549,76.30026991,0.131474462,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.103074896,,,,,,,,13.256176,,,,,,,,,,,,48.23072664,0
Iraq,1971,,,,,,,10.03713406,,,,,0,,,,,,,0.085021259,0.87875,0.031635,0.085021259,0.87875,0.031635,0,0,,0.002,0.2,0,0,,,,109,,51.74631275,2.612545186,1694,83.44264507,0.144136227,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.110501227,,,,,,,,14.05404576,,,,,,,,,,,,51.74631275,0
Iraq,1972,,,,,,,12.05271183,,,,,0,,,,,,,0.085705598,0.88825,0.031977,0.085705598,0.88825,0.031977,0,0,,0.002,0.2,0,0,,,,115,,63.58567045,3.239566844,1466,72.4097166,0.170831466,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.136854466,,,,,,,,16.11669145,,,,,,,,,,,,63.58567045,0
Iraq,1973,,,,,,,11.66410185,,,,,0,,,,,,,0.083642536,0.8645,0.031122,0.083642536,0.8645,0.031122,0,0,,0.0029,0.29,0,0,,,,115,,62.21821897,3.135382752,2018,99.40215924,0.16673071,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.13270871,,,,,,,,15.22531415,,,,,,,,,,,,62.21821897,0
Iraq,1974,,,,,,,11.40745814,,,,,0,,,,,,,0.076840835,0.7942,0.0285912,0.076840835,0.7942,0.0285912,0,0,,0.004,0.4,0,0,,,,186,,62.33027608,3.103133687,1977.038356,97.27704453,0.164354863,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.131763663,,,,,,,,14.52916919,,,,,,,,,,,,62.33027608,0
Iraq,1975,,,,,,,12.19979657,,,,,0,,,,,,,0.119029763,1.23025,0.044289,0.119029763,1.23025,0.044289,0,0,,0.00461,0.461,0,0,,,,186,,63.57295406,3.084473123,2270.558904,111.7030526,0.180713434,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.131814434,,,,,,,,15.46597731,,,,,,,,,,,,63.57295406,0
Iraq,1976,,,,,,,15.54258636,,,,,0,,,,,,,0.165453053,1.71475,0.061731,0.165453053,1.71475,0.061731,0,0,,0.00459,0.459,0,0,,,,186,,79.9344277,3.839281943,2422.26776,119.5254008,0.230836613,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.164515613,,,,,,,,19.12692261,,,,,,,,,,,,79.9344277,0
