Entity,Year,Biofuels Production - Kboed - Total,Biofuels Production - Kboed - Biogasoline,Biofuels Production - Kboed - Biodiesel,Biofuels Production - PJ - Total,Biofuels Production - PJ - Biogasoline,Biofuels Production - PJ - Biodiesel,Carbon Dioxide Emissions,Coal - Prices,Coal - Reserves - Anthracite and bituminous,Coal - Reserves - Sub-bituminous and lignite,Coal - Reserves - Total,Coal Consumption - EJ,Coal Production - EJ,Coal Production - Tonnes,Electricity Generation ,Gas - Prices ,Gas - Proved reserves,Gas - Proved reserves history ,Gas Consumption - Bcf,Gas Consumption - Bcm,Gas Consumption - EJ,Gas Production - Bcf,Gas Production - Bcm,Gas Production - EJ,Geo Biomass Other - EJ,Geo Biomass Other - TWh,Geothermal Capacity,Hydro Consumption - EJ,Hydro Generation - TWh,Nuclear Consumption - EJ,Nuclear Generation - TWh,Oil - Proved reserves,Oil - Proved reserves history,Oil - Refinery throughput,Oil - Refining capacity,Oil - Spot crude prices,Oil Consumption - Barrels,Oil Consumption - Tonnes,Oil Production - Barrels,Oil Production - Tonnes,Primary Energy Consumption,Renewables Power - EJ,Renewables Power - Twh,Solar Capacity,Solar Consumption - EJ,Solar Generation - TWh,Wind Capacity,Wind Consumption - EJ,Wind Generation -TWh,Cobalt and Lithium - Prices - Cobalt,Cobalt and Lithium - Prices - Lithium Carbonate,Cobalt Production-Reserves - Production,Cobalt Production-Reserves - Reserves,Elec Gen by fuel - Oil,Elec Gen by fuel - Natural Gas,Elec Gen by fuel - Coal,Elec Gen by fuel - Nuclear energy,Elec Gen by fuel - Hydro electric,Elec Gen by fuel - Renewables,Elec Gen by fuel - Other #,Elec Gen by fuel - Total,Elec Gen from Coal,Elec Gen from Gas,Elec Gen from Oil,Elec Gen from Other,Graphite Production-Reserves,Lithium Production-Reserves,Oil - Crude prices since 1861,Oil Consumption - EJ,Primary Energy - Cons by fuel - Oil,Primary Energy - Cons by fuel - Natural Gas,Primary Energy - Cons by fuel - Coal,Primary Energy - Cons by fuel - Nuclear energy,Primary Energy - Cons by fuel - Hydro electric,Primary Energy - Cons by fuel - Renewables,Primary Energy - Cons by fuel - Total,Primary Energy - Cons capita,Rare Earth Production-Reserves,Renewables Generation by source - Wind,Renewables Generation by source - Solar,Renewables Generation by source - Other renewables+,Renewables Generation by source - Total,Biofuels Consumption - Kboed - Total,Biofuels Consumption - Kboed - Biogasoline,Biofuels Consumption - Kboed - Biodiesel,Biofuels Consumption - PJ - Total,Biofuels Consumption - PJ - Biogasoline,Biofuels Consumption - PJ - Biodiesel,Total Liquids - Consumption,Renewables Consumption - EJ
Africa,1975,,,,,,,313.232503,,,,,1.623889813,,,,,,,0.518964711,5.363837747,0.193098159,1.115857695,11.53311487,0.415192135,0.00172,0.172,,0.3771797,37.71796997,0,0,,,,1406.083288,,1013.964118,49.9560787,5067.947644,243.4301474,4.343014373,0.00172,0.172,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.147126701,,,,,,,,10.48671492,,,,,,,,,,,,1013.964118,0.00172
Africa,1976,,,,,,,341.7023183,,,,,1.731866962,,,,,,,0.588398143,6.098138995,0.219533004,1.3246099,13.72821343,0.494215683,0.00185,0.185,,0.417976332,41.79763324,0,0,,,,1503.883562,,1123.800821,55.43981243,6028.478,290.3792037,4.755179173,0.00185,0.185,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.383952875,,,,,,,,11.17264923,,,,,,,,,,,,1123.800821,0.00185
Africa,1977,,,,,,,355.292888,,,,,1.770114438,,,,,,,0.660182855,6.823419091,0.245643087,1.35431101,13.99768493,0.503916658,0.00189,0.189,,0.459287681,45.92876812,0,0,,,,1592.245205,,1193.791638,58.71825741,6340.133164,304.4742501,5.000909869,0.00189,0.189,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.523974662,,,,,,,,11.43029503,,,,,,,,,,,,1193.791638,0.00189
Africa,1978,,,,,,,366.5272131,,,,,1.720136098,,,,,,,0.942078103,9.736989781,0.350531632,1.806275097,18.66902766,0.672084996,0.00195,0.195,,0.463069387,46.30693874,0,0,,,,1735,,1260.439893,61.73295012,6189.225562,297.2093895,5.193040346,0.00195,0.195,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.657353228,,,,,,,,11.54377612,,,,,,,,,,,,1260.439893,0.00195
Africa,1979,,,,,,,395.4248555,,,,,1.826089187,,,,,,,1.440091454,14.8842816,0.535834137,2.741288049,28.33299451,1.019987802,0.00201,0.201,,0.49565233,49.56523298,0,0,,,,1857,,1344.759768,65.86347452,6800.796164,326.7604298,5.693258189,0.00201,0.201,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.833672534,,,,,,,,12.30633319,,,,,,,,,,,,1344.759768,0.00201
Africa,1980,,,,,,,431.9333544,,,,,1.956805414,,,,,,5.746403,1.803498365,18.69139772,0.672890318,2.395833433,24.83033888,0.8938922,0.00207,0.207,,0.483117844,48.31178436,0,0,,53.436518,1400.662863,2240,,1418.558135,69.65205626,6219.397284,300.2998385,6.113233823,0.00207,0.207,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,2.998350248,,,,,,,,12.83400132,,,,,,,,,,,,1418.558135,0.00207
Africa,1981,,,,,,,483.7572165,,,,,2.28887562,3.275652036,135.963185,,,,5.674221,2.210709055,22.8491156,0.822568162,2.561503468,26.47480396,0.953092942,0.00218,0.218,,0.501929061,50.19290606,0,0,,56.281772,1516.221545,2277,,1513.443753,74.13636737,4961.048082,238.4471249,6.806511074,0.00218,0.218,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,3.190958232,,,,,,,,13.89237015,,,,,,,,,,,,1513.443753,0.00218
Africa,1982,,,,,,,524.6470654,,,,,2.524233177,3.595363901,149.204185,,,,6.0303895,2.387208765,24.67335487,0.888240775,3.145548514,32.51128929,1.170406414,0.00236,0.236,,0.502062371,50.20623713,0,0,,58.27078,1668.42046,2367,,1589.6907,77.82577766,4785.672466,229.240031,7.266839564,0.00236,0.236,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,3.34994324,,,,,,,,14.41910114,,,,,,,,,,,,1589.6907,0.00236
Africa,1983,,,,,,,544.3543797,,,,,2.56768577,3.642742068,151.023044,,,,6.0316425,2.624656799,27.1275347,0.976591249,4.227666556,43.6956829,1.573044584,0.0023,0.23,,0.452471601,45.24716006,0,0,,58.038758,1627.569266,2267,,1642.780976,80.48397593,4844.915205,232.3603968,7.46277675,0.0023,0.23,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,3.46372813,,,,,,,,14.39536456,,,,,,,,,,,,1642.780976,0.0023
Africa,1984,,,,,,,562.1973169,,,,,2.746432338,4.062430245,168.340985,,,,5.962575,2.507753816,25.99027804,0.93565001,4.42543564,45.86506938,1.651142498,0.00234,0.234,,0.444899733,44.48997332,0.03925,3.925,,57.766581,1720.443126,2437,,1675.307811,82.22198515,5163.733962,248.1323601,7.706067223,0.00234,0.234,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,3.537495142,,,,,,,,14.4504038,,,,,,,,,,,,1675.307811,0.00234
Africa,1985,,,,,,,580.8578391,,,,,2.833797202,4.316078384,179.000718,258.9858381,,,5.91292,2.697873286,27.88427471,1.003833889,4.892563094,50.56782097,1.820441555,0.00269,0.269,,0.494496851,49.44968505,0.05315,5.315,,57.03738333,1792.355699,2473,,1720.709094,84.04252838,5368.781384,257.982023,8.005000482,0.00269,0.269,,0,0,,0,0,,,,,,,,,,,,,139.5143361,27.9265,34.29558007,2.215736842,,,,3.61703254,,,,,,,,14.59099357,,,,,,,,,,,,1720.709094,0.00269
Africa,1986,,,,,,,590.094575,,,,,2.899281947,4.426168298,183.213888,270.1096661,,,7.0909975,3.0309772,31.32712026,1.127776329,5.129267332,53.01431318,1.908515275,0.00659,0.659,,0.511453733,51.1453733,0.08803,8.803,,57.96605667,1834.415841,2503,,1697.286081,82.78622794,5370.671,257.2408865,8.196577302,0.00659,0.659,,0,0,,0,0,,,,,,,,,,,,,142.0782501,28.349,37.18414795,1.890894737,,,,3.563445293,,,,,,,,14.52450968,,,,,,,,,,,,1697.286081,0.00659
Africa,1987,,,,,,,610.6636037,,,,,2.981951036,4.43078976,183.713114,280.2595253,,,7.08412,3.128824499,32.33843571,1.164183686,5.601758752,57.89781925,2.084321493,0.00658,0.658,,0.490564603,49.05646031,0.06167,6.167,,58.66358,1913.326805,2598,,1786.25339,86.95928483,5398.806973,257.7504206,8.448548205,0.00658,0.658,,0,0,,0,0,,,,,,,,,,,,,152.2274759,31.584,38.683589,1.883,,,,3.74359888,,,,,,,,14.55581429,,,,,,,,,,,,1786.25339,0.00658
Africa,1988,,,,,,,650.0460674,,,,,3.204578897,4.553753233,188.768316,295.2956199,,,7.361235,3.458565018,35.84445406,1.290400346,5.958454649,61.75322795,2.223116206,0.00626,0.626,,0.535934564,53.59345636,0.10493,10.493,,58.99675333,2001.810984,2656,,1865.32368,90.94452985,5624.676678,268.6985107,9.060287489,0.00626,0.626,,0,0,,0,0,,,,,,,,,,,,,152.4487263,34.0095,42.61288463,1.512052632,,,,3.918183682,,,,,,,,15.18020032,,,,,,,,,,,,1865.32368,0.00626
Africa,1989,,,,,,,642.0282496,,,,,3.008235103,4.422421442,183.641434,306.6478297,,,8.1139,3.594075187,37.14710411,1.337295748,6.554091436,67.74079679,2.438668685,0.00617,0.617,,0.562762148,56.27621477,0.11099,11.099,,59.08652667,2042.184189,2773,,1941.597731,94.29164935,6214.193151,296.5633552,9.088212891,0.00617,0.617,,0,0,,0,0,,,,,,,,,,,,,157.2106277,36.939,43.33788191,1.168105263,,,,4.062759892,,,,,,,,14.81342059,,,,,,,,,,,,1941.597731,0.00617
Africa,1990,0.116785199,0.116785199,0,0.26084596,0.26084596,0,662.3275588,,,,,3.160115501,4.396413668,182.626919,318.9210284,,,8.18906,3.856993752,39.86453844,1.435123384,6.981569379,72.1590593,2.597726135,0.007657313,0.765731343,45,0.572546591,57.25465912,0.08449,8.449,,58.72581,2104.092226,2763,,1979.575537,95.68344195,6666.649329,317.8307671,9.386858861,0.007657313,0.765731343,,0,0,,0,0,,,,,,,,,,,,,164.6735354,42.646,43.12589201,2.006210526,,,,4.126926071,,,,,,,,14.89151035,,,,,,0,0,0,0,0,0,1979.575537,0.007657313
Africa,1991,0.116785199,0.116785199,0,0.26084596,0.26084596,0,655.0273202,,,,,3.071500447,4.481333317,186.251542,324.9979973,,,9.103605,3.885924768,40.1635593,1.445888135,7.483338846,77.34517301,2.784426228,0.00788,0.788,,0.606514884,60.65148841,0.09144,9.144,,60.37198233,2101.290292,2763,,1992.335934,96.36757795,6911.501726,329.7160065,9.378720826,0.00788,0.788,,0,0,,0,0,,,,,,,,,,,,,164.7859777,45.6115,42.20262062,1.814410526,,,,4.15549736,,,,,,,,14.48800056,,,,,,0,0,0,0,0,0,1992.335934,0.00788
Africa,1992,0.116785199,0.116785199,0,0.261560606,0.261560606,0,673.7861513,,,,,3.089882693,4.583301821,191.908418,328.020152,,,9.4673225,4.064758729,42.12702574,1.516572927,7.798971103,80.82827993,2.909818077,0.0082425,0.82425,,0.578602917,57.86029168,0.092880003,9.288000285,,61.07908067,2079.04984,2772,,2033.729112,98.60812978,7018.761284,335.967112,9.537553151,0.0082425,0.82425,,0,0,,0,0,,,,,,,,,,,,,165.4204072,50.5445,42.74259227,1.340110526,,,,4.251372111,,,,,,,,14.35271698,,,,,,0,0,0,0,0,0,2033.729112,0.0082425
Africa,1993,0.116785199,0.116785199,0,0.26084596,0.26084596,0,679.0222528,,,,,3.137814743,4.669188986,195.661326,339.205339,,,9.5839775,3.992433639,41.26439774,1.485518319,8.063418377,83.34067217,3.000264198,0.009157,0.9157,,0.566825073,56.68250727,0.072550001,7.255000053,,61.233073,2087.166883,2873,,2066.256369,99.69000386,6955.250603,331.5872334,9.572763238,0.009177,0.9177,,0,0,,0.00002,0.002,,,,,,,,,,,,,175.9624054,55.1335,41.90501576,1.349210526,,,,4.300878103,,,,,,,,14.03899952,,,,,,0,0,0,0,0,0,2066.256369,0.009177
Africa,1994,0.116785199,0.116785199,0,0.26084596,0.26084596,0,697.8059591,,,,,3.219007431,4.85291433,203.539913,351.4704101,,,8.7369425,4.178043392,43.18279524,1.554580628,7.64002456,78.96462176,2.842726383,0.00821,0.821,,0.575960486,57.59604857,0.096969999,9.696999854,,65.008346,2025.37321,2791,,2118.334039,101.9243398,6944.644726,330.9193806,9.85485725,0.008264,0.8264,,0,0,,0.000054,0.0054,,,,,,,,,,,,,179.7987308,62.1015,39.92952025,1.521210526,,,,4.400074707,,,,,,,,14.08953017,,,,,,0,0,0,0,0,0,2118.334039,0.008264
Africa,1995,0.116785199,0.116785199,0,0.26084596,0.26084596,0,720.2103676,,,,,3.318490224,5.097756276,214.043671,362.7282133,,,9.5059925,4.462646148,46.12434977,1.660476592,8.443641196,87.27052224,3.141738801,0.010207,1.0207,45,0.597688769,59.76887687,0.113009994,11.30099943,,71.952928,2162.326028,2871,,2192.645152,105.466952,7050.249178,336.2814229,10.25391027,0.01027,1.027,,0,0,,0.000063,0.0063,,,,,,,,,,,,,186.8891643,66.314,36.14985687,1.278315789,,,,4.553974689,,,,,,,,14.29574451,,,,,,0,0,0,0,0,0,2192.645152,0.01027
Africa,1996,0.116785199,0.116785199,0,0.261560606,0.261560606,0,738.8032982,,,,,3.364386619,5.082066649,213.540055,382.192337,,,9.734935,4.671876546,48.41917482,1.743090293,9.005480186,93.33250037,3.359970013,0.012600931,1.260093088,,0.623164587,62.31645867,0.117750001,11.77500009,,74.932238,2228.765491,2963,,2237.854089,108.1739411,7264.545251,347.1689036,10.5283217,0.012671931,1.267193088,1.012425219,0,0,,7.1E-05,0.0071,,,,,,,,,,,,,197.2943057,69.9915,37.32356362,2.224315789,,,,4.667258267,,,,,,,,14.31721313,,,,,,0,0,0,0,0,0,2237.854089,0.012671931
Africa,1997,0.175177798,0.175177798,0,0.391268939,0.391268939,0,754.1886668,,,,,3.449957037,5.405787293,227.194091,400.909743,,,10.16967,4.590669427,47.44755362,1.70811193,10.07784705,104.1611024,3.749799686,0.013886404,1.388640408,,0.638524976,63.85249756,0.126469999,12.64699988,,75.258786,2399.298812,2803,,2306.814627,111.0539889,7465.628562,355.2410837,10.73085573,0.013958404,1.395840408,3.037275656,0,0,6,0.000072,0.0072,,,,,,,,,,,,,206.0477643,75.8445,38.509825,2.612315789,,,,4.793833389,,,,,,,,14.23685904,,,,,,0,0,0,0,0,0,2306.814627,0.013958404
Africa,1998,0.175177798,0.175177798,0,0.391268939,0.391268939,0,759.9682147,,,,,3.370706203,5.478287434,230.683969,406.3086444,,,10.3093075,4.831210251,49.93369944,1.79761318,10.73291304,110.9316354,3.993538874,0.017145493,1.714549286,,0.666548879,66.65488788,0.136009994,13.60099945,,77.172286,2191.957103,2823,,2367.505915,113.659534,7493.907699,356.4356166,10.89784142,0.017221493,1.722149286,5.062126093,0,0,10,0.000076,0.0076,,,,,,,,,,,,,201.6999621,77.3305,42.8771457,2.423,,,,4.909741668,,,,,,,,14.10838571,,,,,,0,0,0,0,0,0,2367.505915,0.017221493
Africa,1999,0.116785199,0.116785199,0,0.26084596,0.26084596,0,780.0880038,,,,,3.475730232,5.469613842,230.566635,418.4042121,,10.95774,10.95774,4.876515703,50.40196075,1.814470587,11.77212576,121.6725745,4.380212683,0.016961248,1.696124799,,0.706842613,70.68426132,0.128369999,12.83699988,84.719524,84.719524,2342.274193,2895,,2450.483226,117.768313,7299.874315,346.3584709,11.22862892,0.017159248,1.715924799,8.099401749,0,0,64,0.000198,0.0198,,,,,,,,,,,,,199.7957154,86.0905,44.68660017,2.594210526,,,,5.086056238,,,,,,,,14.18644325,,,,,,0,0,0,0,0,0,2450.483226,0.017159248
Africa,2000,0.116785199,0.116785199,0,0.261560606,0.261560606,0,791.9127686,,,,,3.467786094,5.464863582,230.488167,438.4965723,,,11.9333,5.372675838,55.68223563,2.004560483,13.03566884,135.101243,4.863644747,0.022690632,2.269063158,65.3,0.752458166,75.24581662,0.130100001,13.01000009,,92.904433,2180.903549,2858,,2463.879219,118.3280578,7788.485708,371.5856027,11.49380049,0.024582042,2.458204158,10.989,0.00013141,0.013141,133.4,0.00176,0.176,,,,,,,,,,,,,208.213584,91.84195713,46.26333295,1.463677468,,,,5.114313708,,,,,,,,14.17265594,,,,,,0,0,0,0,0,0,2463.879219,0.024582042
Africa,2001,0.116785199,0.116785199,0,0.26084596,0.26084596,0,821.3574963,,,,,3.512115583,5.451324995,229.901639,456.3890891,,,12.5711575,6.2179557,64.26661539,2.313598154,13.51093556,139.6443045,5.027194963,0.02320188,2.335352632,65.3,0.803390231,80.86411472,0.106493958,10.71899964,,96.607551,2503.146518,3132,,2510.264737,119.7836614,7745.296477,367.8613385,11.94338196,0.0274982,2.767792632,13.091,0.000162538,0.01636,133.4,0.004133782,0.41608,,,,,,,,,,,,,214.4311602,100.9764402,47.13860403,-0.508022105,,,,5.180285836,,,,,,,,14.3739866,,,,,,0,0,0,0,0,0,2510.264737,0.0274982
Africa,2002,0.574694839,0.574694839,0,1.28361152,1.28361152,0,819.5931661,,,,,3.362763339,5.360124554,226.162628,484.0474703,,,13.164465,6.591400731,68.12641262,2.452550854,14.12666557,146.0082746,5.256297884,0.022568981,2.2864,65.3,0.840823524,85.18146813,0.118362769,11.99099944,,101.601438,2476.11269,3136,,2561.260407,121.9512555,7811.971163,370.357699,12.07604242,0.027149653,2.75045501,15.305,0.000192198,0.01947101,139.66,0.004388474,0.444584,,,,,,,,,,,,,222.8976789,115.9521024,46.40976625,-1.135000026,,,,5.274392282,,,,,,,,14.18543944,,,,,,0,0,0,0,0,0,2561.260407,0.027149653
Africa,2003,0.808039667,0.808039667,0,1.804799616,1.804799616,0,864.8158568,,,,,3.660165512,5.759858194,243.30847,505.1997205,,,13.25121177,7.0022151,72.37244625,2.605408065,15.17562743,156.8499774,5.646599188,0.025719692,2.6224,65.3,0.812788976,82.87260146,0.1241948,12.66299922,,106.524338,2367.959937,3140,,2635.595867,125.0553646,8484.89436,402.7929058,12.64914973,0.031253467,3.18662801,18.081,0.000225861,0.02302901,150.24,0.005307913,0.541199,,,,,,,,,,,,,235.0154772,123.9764989,47.87108766,-0.385571238,,,,5.415338909,,,,,,,,14.50177569,,,,,,0,0,0,0,0,0,2635.595867,0.031253467
Africa,2004,0.927193796,0.927193796,0,2.076610505,2.076610505,0,933.6811688,,,,,4.025843997,5.885490313,248.482401,536.0148207,,,13.57544177,7.602245457,78.78942181,2.836419185,15.83446463,164.1078705,5.907883339,0.02908072,2.9841,135.3,0.851785783,87.40546926,0.1302461,13.36512271,,107.902838,2374.110271,3050.972986,,2753.909855,131.2403031,9392.358652,448.1954483,13.55429678,0.036845143,3.780841515,21.936,0.000267614,0.02746101,226.16,0.00749681,0.769280505,,,,,,,,,,,,,245.1945917,138.1535376,48.73548389,-0.620226409,,,,5.673156576,,,,,,,,15.16407247,,,,,,0,0,0,0,0,0,2753.909855,0.036845143
Africa,2005,1.01494297,1.01494297,0,2.266929159,2.266929159,0,940.5721388,,,,,3.736912492,5.923417459,250.04327,555.8101614,,,13.45172043,7.908138997,81.73575881,2.942487317,16.55087869,171.0640935,6.158307365,0.029193949,3.0148,135.3,0.862471983,89.06573418,0.109352917,11.29265416,,111.748997,2501.091701,3148.972986,,2899.446651,137.9676707,9777.429386,464.7222968,13.6474789,0.037083696,3.829558121,25.678,0.000313515,0.03237601,226.38,0.007576232,0.782382111,,,,,,,,,,,,,248.8120677,152.7488092,50.77501728,-0.713679454,,,,5.959170493,,,,,,,,14.89648536,,,,,,0,0,0,0,0,0,2899.446651,0.037083696
Africa,2006,1.077585339,1.077585339,0,2.406844225,2.406844225,0,956.2223658,,,,,3.789957632,5.88296723,248.523475,581.4589962,,,13.68692321,8.253092624,85.30107885,3.070838839,17.91017359,185.1132901,6.664078445,0.036328262,3.77529,135.3,0.887597774,92.24055301,0.096476598,10.02599942,,117.579526,2353.037162,3014.972986,,2925.085843,138.8982917,9999.557479,475.5662027,13.88990748,0.044923423,4.668512616,31.515,0.000391228,0.04065701,311.08,0.008203933,0.852565606,,,,,,,,,,,,,255.9014317,164.414609,54.69724129,-0.489351178,,,,6.000113216,,,,,,,,14.78892554,,,,,,0,0,0,0,0,0,2925.085843,0.044923423
Africa,2007,1.132940256,1.132940256,0,2.53048238,2.53048238,0,987.3248145,,,,,3.852661365,5.880616144,251.133537,605.508949,,,13.97933922,8.785721206,90.80614158,3.269021097,18.93617773,195.71771,7.045837562,0.030091753,3.14685,135.3,0.911694122,95.34056181,0.108218811,11.31699987,,120.038074,2354.826303,3016.609973,,3029.612444,143.4112023,10226.32557,485.4914695,14.38277194,0.040319389,4.216406657,41.116,0.00051,0.053333293,451.92,0.009717636,1.016223364,,,,,,,,,,,,,262.4704142,174.8187421,58.19071309,-0.844888818,,,,6.200857151,,,,,,,,14.93504237,,,,,,0,0,0,0,0,0,3029.612444,0.040319389
