Year,World,North America,Middle East,Europe,Eurasia,Central and South America,EU28,Asia and Oceania,Africa,OECD,Persian Gulf,OPEC,Afghanistan,Albania,Algeria,American Samoa,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Czechoslovakia,Czech republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong Special Administrative Region (China),Hungary,Iceland,Inde,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao Special Administrative Region (China),Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Niger,Nigeria,Nicaragua,Northern Mariana Islands,Niue,North Korea,Norway,Oman,Pakistan,Palestinian Territories,Papua New Guinea,Paraguay,Panama,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation & USSR,Rwanda,Saint Helena,Peru,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,United States Virgin Islands,Uruguay,U.S. Pacific Islands,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Western Sahara,Yemen,Reunion,Yugoslavia,Zambia,Zimbabwe
2000,101.5094126,25.80734476,0.03306393,9.415799882,9.909328916,1.392889966,8.291595747,49.181341,5.769644152,41.89903519,0.03306393,0.278154803,2.09086E-05,0.000295552,0,0,0,0,0.00612556,0,0,7.369165327,0.012864257,0,0,0,0,0,0,0,0,0,0,0.000875829,0,0.1138988,0.022105588,0.11451238,0,0,0.168275083,0,0.012405698,0,0,0,1.545948728,0,0,0,0,0.006753869,32.55358627,1.020033643,0,0,0,0,0,0,0,1.127745688,,,2.90398E-05,0,0,0,0,0,0.001576553,0,0,0,0,0,0,0,0,0,0.091788807,0,0,0,0,0.000128324,2.135700999,0,0,0.309633123,0,0,0,0,0,0,0,0,0,0,0,0.100875742,0,,5.662374021,1.955508119,0.03306393,0,0,0,0.000392155,0,0,0.068389988,0,2.092576038,0,0,,0,0.007050131,0.004022309,0,0,0,0,0,0,0,0,0.048580491,0,0.002072472,0.008706068,0,0,0,0,0,0,0.252934586,0,0.132827834,,0,0.000925024,0.000698982,0,0,0.000294127,0,0,0,0.090067384,0.003381773,8.15225E-05,0,0,0,0.601759386,0.01871045,0,0.055556638,0,0,0,0,0.031500077,2.744593812,0,0,0,0.24017731,6.135883097,0,0,0.000455164,0,0,0,0,0,0,0,0,0.347228184,0,0,0,0.041023179,0.053796599,0,0,5.606484427,0.113766007,,0.426353274,0,0,0,0.009475693,0,0,0,0.002268987,0.000518582,0.002152376,0.195633627,,0,0,0,0,0.595490657,0,0,0,1.631704607,0,0.838375718,24.00846144,0,0,0,0.041468137,0,0.24500935,0.3226124,0,0,0,,0.0058647,0.114796002
2001,106.0732791,26.69106317,0.032084682,9.497274021,10.13748383,1.508130937,8.351724616,52.46373931,5.743503135,43.38796408,0.032084682,0.268397366,0.000543413,0.000206886,0,0,0,0,0.004399051,0,0,7.908659209,0.012442596,0,0,0,0,0,0,0,0,0,0,0.001481832,0,0.115628949,0.021517671,0.09512974,0,0,0.169414658,0,0.013731825,0,0,0,1.572592644,0,0,0,0,0.010629041,34.60771743,1.1617451,0,0,0,0,0,0,0,1.144083293,,,9.51448E-05,0,0,0,0,0,0.001005732,0,0,0,0,0,0,0,0,0,0.059666489,0,0,0,0,1.83743E-05,2.145761502,0,0,0.321541161,0,0,0,0,0,0,0,0,0,0,0,0.100020312,0,,5.907790839,2.306000219,0.032084682,0,0,0,0.003893543,0,0,0.074014054,0,2.139521161,0,0,,0,0.007896147,0.004330584,0,0,0,0,0,0,0,0,0.052394017,0,0.001271924,0.012378941,0,0,0,0,0,0,0.252956885,0,0.131700655,,0,5.96635E-05,0.000873728,0,0,0.000173016,0,0,0,0.101893754,0.003490793,0.000625185,0,0,0,0.617806301,0.052933997,0,0.054276444,0,0,0,0,0.028636435,2.763756587,0,0,0,0.273015634,6.332834775,0,0,0.000540507,0,0,0,0,0,0,0,0,0.339916566,0,0,0,0.038504214,0.049629762,0,0,5.590479966,0.104637309,,0.411948346,0,0,0,0.00785485,0,0,0,0,0.000565725,0.002114456,0.215666359,,0,0,0,0,0.58446899,0,0,0,1.61290441,0,0.858046518,24.86551364,0,0,0,0.043743234,0,0.235687499,0.372300685,0,0,0,,0.005970966,0.108143055
2002,106.9435171,25.73656135,0.029722975,9.296431412,9.712089097,1.497911635,8.238600777,55.01130619,5.659494431,42.45638495,0.029722975,0.259813183,0.000438911,0.000147775,0,0,0,0,0.001087937,0,0,8.166237426,0.014567949,0,0,0,0,0,0,0,0,0,0,0.001551391,0,0.077669553,0.022411302,0.086548876,0,0,0.165639413,0,0.010416508,0,0,0,1.486603559,0,0,0,0,0.007990234,36.46269131,1.172682989,0,0,0,0,0,0,0,1.096489635,,,0.000161279,0,0,0,0,0,0.001005732,0,0,0,0,0,0,0,0,0,0.043162198,0,0,0,0,0.000109992,2.197355606,0,0,0.341528438,0,0,0,0,0,0,0,0,0,0,0,0.09364415,0,,6.137675466,2.516118043,0.029722975,0,0,0,0.00456581,0,0,0,0,1.983987779,0,0,,0,0.007614143,0.004652888,0,0,0,0,0,0,0,0,0.048994164,0,0.001656398,0.008003234,0,0,0,0,0,0,0.244907754,0,0.142024588,,0,0,0.001281468,0,0,0.00020762,0,0,0,0.116157512,0.003909774,0.00111446,0,0,0,0.58571247,0.06311817,0,0.058081969,0,0,0,0,0.038763953,2.731524758,0,0,0,0.249436674,6.065824536,0,0,0.00062585,0,0,0,0,0,0,0,0,0.359793102,0,0,0,0.038279304,0.056270282,0,0,5.506782903,0.090957975,,0.400249991,0,0,0,0.010572879,0,0,0,0,0.000848587,0.002153082,0.21561124,,0,0,0,0,0.508107871,0,0,0,1.60955744,0,0.805886568,24.00505004,0,0,0,0.04414662,0,0.228975749,0.456003689,0,0,0,,0.00507657,0.103368583
2003,115.1590362,24.98676287,0.032919922,9.246842814,10.5376954,1.640706332,8.194194546,62.60481344,6.109295466,41.66681452,0.032919922,0.245057931,0.000731518,0.000571399,0,0,0,0,0.002104923,0,0,8.208594025,0.011885465,0,0,0,0.00049213,0,0,0,0,0,0,0.001161769,0,0.082971411,0.019354145,0.078169926,0,0,0.173794688,0,0.018309098,0,0,0,1.389281812,0,0,0,0,0.010629041,43.15359043,1.337834455,0,0,0,0,0,0,0,1.106008325,,,0.000227423,0,0,0,0,0,0.001005732,0,0,0,0,0,0,0,0,0,0.047427819,0,0,0,0,0.000146656,2.1645496,0,0,0.331016221,0,0,0,0,0,0,0,0,0,0,0,0.095613793,0,,6.521273851,2.884939075,0.032919922,0,0,0,0.007002775,0,0,0,0,2.258029581,0,0,,0,0.006900835,0.00510513,0,0,0,0,0,0,0,0,0.047714368,0,0.002143574,0.003967609,0,0,0,0,0,0,0.266780891,0,0.13600443,,0,0,0.001077598,0,0,0.000190318,0,0,0,0.134938659,0.004038033,0.000625185,0,0,0,0.596410414,0.087157549,0,0.057433107,0,0,0,0,0.047261758,2.759462228,0,0,0,0.271162117,6.561114183,0,0,0.000455164,0,0,0,0,0,0,0,0,0.377149155,0,0,0,0.03482697,0.057999456,0,0,5.970355866,0.090409709,,0.373510955,0,0,0,0.0111879,0,0,0,0,0.001107879,0.001484406,0.207267174,0,0,0,0,0,0.457084386,0,0,0,1.679529126,0,0.759934136,23.33070017,0,0,0,0.030867137,0,0.211512824,0.536733232,0,0,0,,0.005176098,0.092619506
2004,124.5326753,25.89933507,0.035252829,9.090542343,10.54544187,1.742683148,8.048695089,70.91817391,6.301246105,42.62573819,0.035252829,0.245013884,0.000710618,0.000571399,0,0,0,0,0.001206191,0,0,8.416246745,0.002424552,0,0,0,0.001424338,0,0,0,0,0,0,0.000519034,0,0.086345364,0.021423605,0.090957087,0,0,0.168612497,0,0.009988726,0,0,0,1.475181466,0,0,0,0,0.004299594,49.92007888,1.435914893,0,0,0,0,0,0,0,1.108950515,,,0.000293565,0,0,0,0,0,0.000897005,0,0,0,0,0,0,0,0,0,0.00437152,0,0,0,0,0.000146656,2.198292947,0,0,0.339458949,0,0,0,0,0,0,0,0,0,0,0,0.080812734,0,,6.919181042,3.54049503,0.035252829,0,0,0,0.002745088,0,0,0,0,2.321125914,0,0,,0,0.007647319,0.006075548,0,0,0,0,0,0,0,0,0.046828856,0,0.001364092,0.008823418,0,0,0,0,0,0,0.292533671,0,0.13833564,,0,0.000591316,0.000495112,0,0,0.000155714,0,0,0,0.134300503,0.005057353,8.15225E-05,0,0,0,0.609782843,0.085973338,0,0.080441424,0,0,0,0,0.063465792,2.744797626,0,0,0,0.260738157,6.611284189,0,0,0.00062585,0,0,0,0,0,0,0,0,0.385618976,0,0,0,0.033196389,0.057747285,0,0,6.167083131,0.087476466,,0.3721486,0,0,0,0.012176613,0,0,0,0,0.002192185,0.001767941,0.220647454,0,0,0,0,0,0.43650932,0,0,0,1.558124486,0,0.67439823,24.13161993,0,0,0,0.044921123,0,0.209679533,0.760024696,0,0,0,,0.005457153,0.084557697
2005,132.9294217,26.25559888,0.044814875,8.786416365,11.17174782,1.920211214,7.720105105,78.48290441,6.267728089,43.23002954,0.044814875,0.268601409,0.000689717,0.000443327,0,0,0,0,0.000591271,0,0,8.903629202,0,0,0,0,0.003924344,0,0,0,0,0,0,0.001493796,0,0.088280344,0.023163834,0.105241695,0,0,0.157216752,0,0.012277363,0,0,0,1.471783878,0,0,0,0,0.010038538,55.62407472,1.579547379,0,0,0,0,0,0,0,1.07347153,,,0.000326183,0,0,0,0,0,0.000679549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16601E-05,2.144636635,0,0,0.336342613,0,0,0,0,0,0,0,0,0,0,0,0.068793621,0,,7.3238742,4.201397278,0.044814875,0,0,0,0.002661054,0,0,0,0,2.313385567,0,0,,0,0.005557163,0.006496928,0,0,0,0,0,0,0,0,0.044476096,0,0.001366725,0.017865555,0,0,0,0,0,0,0.300449026,0,0.192542726,,0,0.000295659,0.000961101,0,0,0.000160196,0,0,0,0.137212083,0.003891817,0.000217455,0,0,0,0.64348135,0.043549168,0,0.08542189,0,0,0,0,0.073639871,2.694404757,0,0,0,0.255112024,7.222436409,0,0,0.001223252,0,0,0,0,0,0,0,0,0.340454922,0,0,0,0.028237173,0.054517089,0,0,6.126371944,0.07763502,,0.35387447,0,0,0,0.011246151,0,0,0,0,0.002333617,0.000837068,0.22964866,0,0,0,0,0,0.549107403,0,0,0,1.578310724,0,0.550837389,24.48336598,0,0,0,0.04963268,0,0.223569078,0.947439513,0,0,0,,0.003872623,0.094497981
2006,140.1825637,26.94319153,0.047550999,8.693569702,11.63934243,2.089001114,7.555288411,84.51672801,6.253179948,43.90886853,0.047550999,0.264953962,0.000731518,0.000443327,0,0,0,0,0.003334764,0,0,9.001244863,0,0,0,0,0.006680204,0,0,0,0,0,0,0.001716012,0,0.090267944,0.022622951,0.098965883,0,0,0.163474854,0,0.015678235,0,0,0,1.486268155,0,0,0,0,0.012437453,60.43556202,1.754237464,0,0,0,0,0,0,0,1.088649601,,,0.000337057,0,0,0,0,0,0.000679549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164988,2.08379435,0,0,0.313995045,0,0,0,0,0,0,0,0,0,0,0,0.071539613,0,,7.742960738,4.773446042,0.047550999,0,0,0,0.000588233,0,0,0,0,2.701157437,0,0,,0,0.005324923,0.007091734,0,0,0,0,0,0,0,0,0.042911903,0,0.001590563,0.020427494,0,0,0,0,0,0,0.335410363,0,0.214164073,0.014671424,0,9.8524E-05,0.001194095,0,0,0.00020698,0,0,0,0.147798223,0.003769116,0.000421321,0,0,0,0.660063213,0.070904316,0,0.063886662,0,0,0,0,0.060252917,2.635083704,0,0,0,0.286416677,7.265457454,0,0,0.003043907,0,0,0,0,0,0,0,0,0.314301879,0,0,0,0.024751101,0.054300941,0,0,6.12134569,0.077415711,,0.335091773,0,0,0,0.007744384,0,0,0,0,0.002475048,0.000487644,0.209766396,0,0,0,0,0,0.604780497,0,0,0,1.612564358,0,0.49760252,25.12151301,0,0,0,0.052198221,0,0.216981643,1.077634967,0,0,0,,0.001652319,0.091236736
2007,146.2609236,26.72017266,0.047954217,8.688528129,11.85850293,2.058655229,7.393062088,90.5717518,6.315358597,44.01858909,0.047954217,0.238030507,0.005078826,0.000443327,0,0,0,0,0.002601589,0,0,9.394927992,0,0,0,0,0.008554188,0,0,0,0,0,0,0.001843812,0,0.093909078,0.01947173,0.100362382,0,0,0.181141441,0,0.016576579,0,0,0,1.550441457,0,0,0,0,0.004484126,64.90779293,1.758569881,0,0,0,0,0,0,0,1.083855631,,,0.000347929,0,0,0,0,0,0.000679549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256648,2.130774768,0,0,0.321366693,0,0,0,0,0,0,0,0,0,0,0,0.07057636,0,,8.227946252,5.344634001,0.047954217,0,0,0,0.004425754,0,0,0,0,2.733655672,0,0,,0,0.006552475,0.008008808,0,0,0,0,0,0,0,0,0.042071633,0,0.001543163,0.024372425,0,0,0,0,0,0,0.361586769,0,0.241575023,0.011673097,0,0,0.000698982,0,0,0.000283297,0,0,0,0.125948322,0.003661806,0.000625185,0,0,0,0.644551161,0.120581753,0,0.072321879,0,0,0,0,0.087003542,2.460142537,0,0,0,0.293445259,7.379201087,0,0,0.003186146,0,0,0,0,0,0,0,0,0.317446601,0,0,0,0.023739017,0.054457046,0,0,6.193289568,0.079115347,,0.312112898,0,0,0,0.006016641,0,0,0,0,0.004266511,0.000739294,0.200621085,0,0,0,0,0,0.709340551,0,0,0,1.679032278,0,0.457024682,24.80814443,0,0,0,0.055538258,0,0.189451105,1.180596334,0,0,0,,0.000361445,0.087923307
2008,151.3226776,27.04381749,0.045794117,8.468302928,12.30334776,2.251044508,7.11830896,94.79219225,6.418178504,44.11760216,0.045794117,0.199476969,0.00725248,0.000600955,0,0,0,0,0.003807781,0,0,9.42405849,0,0,0,0,0.014925736,0,0,0,0,0,0,0.001775954,0,0.103513154,0.02140009,0.111248292,0,0,0.183280545,0,0.01430933,0,0,0,1.534571517,0,0,0,0,0.012308281,68.2829985,1.966700063,0,0,0,0,0,0,0,1.041869396,,,0.000315311,0,0,0,0,0,0.000679549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201652,2.025191041,0,0,0.318516902,0,0,0,0,0,0,0,0,0,0,0,0.067600337,0,,8.283096456,6.128524796,0.045794117,0,0,0,0.003277299,0,0,0,0,2.766153906,0,0,0.063443996,0,0.008045444,0.008838855,0,0,0,0,0,0,0,0,0.049317343,0,0.00159583,0.028430753,0,0,0,0,0,0,0.322411342,0,0.263042668,0.016883782,0,0,0.001106722,0,0,0.000239541,0,0,0,0.125865692,0.003909774,0.000742339,0,0,0,0.670226293,0.101545638,0,0.065561428,0,0,0,0,0.092591141,2.432731013,0,0,0,0.294109566,7.786202427,0,0,0.004039578,0,0,0,0,0,0,0,0,0.330786072,0,0,0,0.027247579,0.054276926,0,0,6.317322681,0.076017622,,0.18504796,0,0,0,0.004358993,0,0,0,0,0.004690804,0.000414308,0.199039463,0,0,0,0,0,0.747347024,0,0,0,1.684967863,0,0.485160397,25.18683463,0,0,0,0.053085668,0,0.152940513,1.105397052,0,0,0,,9.03929E-05,0.066242515
2009,154.2060838,24.56345061,0.033179133,8.067857907,11.50061308,2.177416179,6.752386971,101.5228266,6.340740275,41.63715285,0.033179133,0.150065513,0.01045026,9.8524E-05,0,0,0,0,0.001939366,0,0,9.799986657,0,0,0,0,0.018254814,0,0,0,0,0,0,0.001414654,0,0.102648852,0.017355238,0.096055131,0,0,0.173075299,0,0.013261263,0,0,0,1.444804725,0,0,0,0,0.011736231,73.26765604,1.948375277,0,0,0,0,0,0,0,0.976397766,,,0.000326183,0,0,0,0,0,0.001875554,0,0,0,0,0.000487044,0,0,0,0,0,0,0,0,0,0.002786466,1.924918939,0,0,0.314508786,0,0,0,0,0,0,0,0,0,0,0,0.064595554,0,,8.338247079,7.175074072,0.033179133,0,0,0,0.002016799,0,0,0,0,2.81821262,0,0,0.070617613,0,0.010069246,0.009960703,0,0,0,0,0,0,0,0,0.047998769,0,0.001553696,0.048472849,0,0,0,0,0,0,0.284172376,0,0.370175935,0.00928608,0,0,0.001073229,0,0,0.000256393,0,0,0,0.118877048,0.004080786,0.001046831,0,0,0,0.681993965,0.078187184,0,0.061045692,0,0,0,0,0.120505838,2.284335539,0,0,0,0.278526958,7.046522983,0,0,0.003470624,0,0,0,0,0,0,0,0,0.32899153,0,0,0,0.028934386,0.053184184,0,0,6.26620897,0.069054592,,0.171569458,0,0,0,0.003232882,0,0,0,0,0.004761521,0,0.193217617,0,0,0,0,0,0.748259997,0,0,0,1.55930127,0,0.480323303,22.83447351,0,0,0,0.058958978,0,0.115839549,1.224921148,0,0,0,,0,0.04349986
2010,165.0962101,25.1308855,0.03136465,7.862449614,12.30842315,2.181138675,6.629542147,111.1172138,6.46473464,42.41679699,0.03136465,0.114190135,0.015152878,9.8524E-05,0,0,0,0,0.001537303,0,0,10.19650509,0,0,0,0,0.015543048,0,0,0,0,0,0,0.001061621,0,0.097888753,0.023234382,0.091108515,0,0,0.187202199,0,0.014672947,0,0,0,1.517471914,0,0,0,0,0.011422527,80.63105656,1.989915241,0,0,0,0,0,0,0,0.955491148,,,0.000183057,0,0,0,0,0,0.001032914,0,0,0,0,0.000974089,0,0,0,0,0,0,0,0,0,0.001924861,1.911202731,0,0,0.27392842,0,0,0,0,0,0,0,0,0,0,0,0.06550849,0,,8.789034811,8.006602697,0.03136465,0,0,0,0.002829122,0,0,0,0,3.099743225,0,0,0.071094862,0,0.009538413,0.012859584,0,0,0,0,0,0,0,0,0.043461308,0,0.002080372,0.054344907,0,0,0,0,0,0,0.341229814,0,0.645899353,0.018805039,0,0,0.001039737,0,0,0.000204159,0,0,0,0.138863035,0.005079072,0.001103914,0,0,0,0.860168221,0.05728595,0,0.06051082,0,0,0,0,0.170817483,2.252018928,0,0,0,0.255284256,7.626271272,0,0,0.005433516,0,0,0,0,0,0,0,0,0.324522238,0,0,0,0.026741536,0.053196191,0,0,6.361133775,0.057129728,,0.153131871,0,0,0,0.003638242,0,0,0,0,0.004714376,4.86812E-06,0.200828834,0,0,0,0,0,0.690845655,0,0,0,1.507659269,0,0.493007256,23.27218377,0,0,0,0.058571728,0,0.081721571,1.24595806,0,0,0,,0,0.065230218
2011,176.2508134,25.40094595,0.033524748,8.192771162,12.52520623,2.491025754,6.911759211,121.2086059,6.398733639,42.74301107,0.033524748,0.115721828,0.030932732,4.92092E-05,0,0,0,0,0.002128573,0,0,10.06520495,0,0,0,0,0.014705266,0,0,0,0,0,0,0.001806742,0,0.108742948,0.018531066,0.09262278,0,0,0.236369437,0,0.01482267,0,0,0,1.500149029,0,0,0,0,0.01206839,88.5329005,2.295678418,0,0,0,0,0,0,0,1.004867378,,,3.99165E-05,0,0,0,0,0,0.000244637,0,0,0,0,0.000568218,0,0,0,0,0,0,0,0,0,0.002566482,1.973180267,0,0,0.284329155,0,0,0,0,0,0,0,0,0,0,0,0.068685794,0,,8.979607062,9.965584645,0.033524748,0,0,0,0.002577022,0,0,0,0,3.254019353,0,0,0.068164265,0,0.01378508,0.014827233,0,0,0,0,0,0,0,0,0.053059773,0,0.002027704,0.066111703,0,0,0,0,0,0,0.435188427,0,0.758207374,0.019144656,0,0,0.017969672,0,0,0.00022769,0,0,0,0.128813978,0.005641275,0.001065897,0,0,0,0.807266914,0.04103273,0,0.063360553,0,0,0,0,0.177196672,2.350920857,0,0,0,0.291247298,7.548195407,0,0,0.007396411,0,0,0,0,0,0,0,0,0.351260994,0,0,0,0.026719044,0.05404877,0,0,6.280587698,0.057129728,,0.120271189,0,0,0,0.003018507,0,0,0,0,0.005562964,0.002193855,0.234586651,0,0,0,0,0,0.707721641,0,0,0,1.639052232,0,0.498543001,23.46560849,0,0,0,0.062024712,0,0.081131182,1.295312896,0,0,0,,0,0.066845193
2012,183.1775387,23.67218615,0.030068591,8.160643508,13.58622813,2.578648765,6.964791929,128.4576312,6.692132348,41.73163262,0.030068591,0.091197909,0.025916612,4.92092E-05,0,0,0,0,0.002246827,0,0,10.74058561,0,0,0,0,0.018409143,0,0,0,0,0,0,0.001966463,0,0.106726117,0.034592892,0.11131559,0,0,0.212807625,0,0.018052406,0,0,0,1.486335227,0,0,0,0,0.013138675,92.78248156,2.382582318,0,0,0,0,0,0,0,0.966619369,,,0.000105177,0,0,0,0,0,0.00057082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004656331,2.051581823,0,0,0.305120971,0,0,0,0,0,0,0,0,0,0,0,0.06678085,0,,10.34482541,11.10062529,0.030068591,0,0,0,0.002240888,0,0,0,0,3.367944735,0,0,0.071378224,0,0.019309066,0.016506983,0,0,0,0,0,0,0,0,0.047248984,0,0.001869702,0.066882472,0,0,0,0,0,0,0.351218749,0,0.731667416,0.017330134,0,0,0.131932918,0,0,0.000162809,0,0,0,0.128330532,0.00536338,0.001749119,0,0,0,0.810048373,0.036384723,0,0.055749541,0,0,0,0,0.189815315,2.435870987,0,0,0,0.278395731,8.409150537,0,0,0.009985155,0,0,0,0,0,0,0,0,0.326726965,0,0,0,0.025774432,0.051370947,0,0,6.466111923,0.057403858,0,0.112278542,0,0,0,0.003797359,0,0,0,0,0.009711615,0.002138458,0.198720973,0,0,0,0,0,0.661385447,0,0,0,1.713285913,0,0.455949763,21.83463218,0,0,0,0.062169931,0,0.0593802,1.169480422,0,0,0,,0.002323574,0.041577027
2013,184.2155757,22.99975656,0.030270199,7.638584648,14.07119512,2.527510429,6.461883802,130.218124,6.730134751,41.29168529,0.030270199,0.060892184,0.028152964,2.95678E-05,0,0,0,0,0.001963017,0,0,11.35823072,0,0,0,0,0.01885008,0,0,0,0,0,0,0.001361807,0,0.095493506,0.035180805,0.144595861,0,0,0.182211001,0,0.012987466,0,0,0,1.54024886,0,0,0,0,0.055876275,93.46907489,2.286517574,0,0,0,0,0,0,0,0.847669744,,,0.000108728,0,0,0,0,0,8.15225E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007409798,1.988739755,0,0,0.261346709,0,0,0,0,0,0,0,0,0,0,0,0.06870736,0,,10.20600201,11.68647081,0.030270199,0,0,0,0.00204481,0,0,0,0,3.341314719,0,0,0.067559398,0,0.02335667,0.018500023,0,0,0,0,0,0,0,0,0.043215693,0,0.001764366,0.065611979,0,0,0,0,0,0,0.338621091,0,0.854107326,0.016418023,0,0,0.177075527,0,0,0.000242222,0,0,0,0.120495535,0.005170991,0.001196005,0,0,0,0.800794666,0.05491754,0,0.058572964,0,0,0,0,0.167697756,2.41552025,0,0,0,0.202746238,8.936328947,0,0,0.009131723,0,0,0,0,0,0,0,0,0.344356249,0,0,0,0.0264604,0.046543663,0,0,6.415048036,0.049755492,0,0.079345194,0,0,0,0.006408561,0,0,0,0,0.012163092,0.002304269,0.199208618,0,0,0,0,0,0.622270268,0,0,0,1.684627853,0,0.340548677,21.12088661,0,0,0,0.065994037,0,0.02942598,1.102006623,0,0,0,,0.00454646,0.08124948
2014,183.9810857,23.29378813,0.031368319,7.369667817,13.69590113,2.65025257,6.286846425,129.9748013,6.965306367,42.35316114,0.031368319,0.070244582,0.031714408,0,0,0,0,0,0.001348097,0,0,12.33059115,0,0,0,0,0.020878392,0,0,0,0,0,0,0.002135103,0,0.09564333,0.040351882,0.134981402,0,0,0.225230162,0,0.012369037,0,0,0,1.529993168,0,0,0,0,0.07650772,92.53793895,2.390422854,0,0,0,0,0,0,0,0.743111866,,,0.000153414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005455238,1.956245331,0,0,0.281609351,0,0,0,0,0,0,0,0,0,0,0,0.070045679,0,,10.84420807,10.93826537,0.031368319,0,0,0,0.002408954,0,0,0,0,3.192890189,0,0,0.059216198,0,0.029758142,0.02035566,0,0,0,0,0,0,0,0,0.043502012,0,0.001685365,0.059668377,0,0,0,0,0,0,0.341951121,0,0.602091692,0.016059,0,0,0.199543617,0,0,0.000256915,0,0,0,0.103142819,0.00584446,0.00125037,0,0,0,0.820469653,0.049588618,0,0.061498683,0,0,0,0,0.196008237,2.366063926,0,0,0,0.196234211,9.194585007,0,0,0.009366603,0,0,0,0,0,0,0,0,0.256015024,0,0,0,0.025555422,0.03608473,0,0,6.550357875,0.048231969,0,0.07182123,0,0,0,0.004473512,0,0,0,0,0.020712242,0.006686759,0.203202901,0,0,0,0,0,0.622013407,0,0,0,1.178719936,0,0.312435562,21.42184384,0,0,0,0.07378038,0,0.037625893,1.141773938,0,0,0,,0.004111288,0.150847825
