Country,Year,Biofuels (TWh),Hydro (TWh – sub method),Nuclear (TWh – sub method),Renewables (TWh – sub method),Solar (TWh – sub method),Wind (TWh – sub method),Other renewables (TWh – sub method),Low-carbon energy (TWh – sub method),Low-carbon energy (TWh),Fossil Fuels (TWh),Primary energy (TWh),Primary energy – direct (TWh),Coal (% primary direct energy),Gas (% primary direct energy),Oil (% primary direct energy),Biofuels (% primary direct energy),Nuclear (% primary direct energy),Hydro (% primary direct energy),Renewables (% primary direct energy),Solar (% primary direct energy),Wind (% primary direct energy),Other renewables (% primary direct energy),Fossil Fuels (% primary direct energy),Low-carbon energy (% primary direct energy),Coal (% sub energy),Gas (% sub energy),Oil (% sub energy),Biofuels (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Renewables (% sub energy),Solar (% sub energy),Wind (% sub energy),Other renewables (% sub energy),Fossil Fuels (% sub energy),Low-carbon energy (% sub energy),Coal (% growth),Coal (TWh growth – sub method),Oil (% growth),Oil (TWh growth – sub method),Gas (% growth),Gas (TWh growth – sub method),Biofuels (% growth),Biofuels (TWh growth – sub method),Fossil Fuels (% growth),Fossil Fuels (TWh growth – sub method),Hydro (% growth),Hydro (TWh growth – sub method),Nuclear (% growth),Nuclear (TWh growth – sub method),Renewables (% growth),Renewables (TWh growth – sub method),Solar (% growth),Solar (TWh growth – sub method),Wind (% growth),Wind (TWh growth – sub method),Other renewables (% growth),Other renewables (TWh growth – sub method),Low-carbon energy (% growth),Low-carbon energy (TWh growth – sub method),Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Biofuels per capita (kWh),Fossil Fuels per capita (kWh),Hydro per capita (kWh),Nuclear per capita (kWh),Renewables per capita (kWh),Solar per capita (kWh),Wind per capita (kWh),Other renewables per capita (kWh),Low-carbon energy per capita (kWh)
Oman,1965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.292,5.292,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8467.028,0.0,,8467.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.52,5.52,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,4.315,0.228,,0.0,,,4.315,0.228,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8598.477,0.0,,8598.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.76,5.76,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,4.339,0.24,,0.0,,,4.339,0.24,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8725.402,0.0,,8725.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.023,6.023,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,4.568,0.263,,0.0,,,4.568,0.263,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8862.505,0.0,,8862.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1969,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.274,6.274,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,4.168,0.251,,0.0,,,4.168,0.251,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8953.496,0.0,,8953.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1970,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.562,6.562,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,4.584,0.288,,0.0,,,4.584,0.288,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,9064.851,0.0,,9064.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1971,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.472,15.472,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,135.792,8.91,,0.0,,,135.792,8.91,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,20657.111,0.0,,20657.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.677,17.677,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,14.257,2.206,,0.0,,,14.257,2.206,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,22768.64,0.0,,22768.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1973,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.376,15.376,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-13.018,-2.301,,0.0,,,-13.018,-2.301,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,19053.546,0.0,,19053.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1974,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.128,14.128,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-8.117,-1.248,,0.0,,,-8.117,-1.248,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,16779.929,0.0,,16779.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1975,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.905,12.905,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-8.658,-1.223,,0.0,,,-8.658,-1.223,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,14630.557,0.0,,14630.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1976,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.856,14.856,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,15.124,1.952,,0.0,,,15.124,1.952,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,16018.832,0.0,,16018.832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.312,14.312,,,,,,,,,,,,,,0.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-3.663,-0.544,,0.0,,,-3.663,-0.544,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,14637.065,0.0,,14637.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1978,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.642,16.642,,,,,,,,,,,,,,0.0,0.065,0.295,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-4.858,-0.695,,3.025,,,16.281,2.33,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,13184.549,2929.353,,16113.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1979,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.173,19.173,,,,,,,,,,,,,,0.0,0.096,0.264,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,3.428,0.467,68.224,2.064,,,15.207,2.531,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,12898.873,4661.324,,17560.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1980,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.058,17.058,,,,,,,,,,,,,,0.0,0.136,0.224,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-24.753,-3.486,26.944,1.371,,,-11.03,-2.115,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,9180.351,5596.841,,14777.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1981,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.028,18.028,,,,,,,,,,,,,,0.0,0.152,0.208,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-1.745,-0.185,17.87,1.155,,,5.684,0.97,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8530.881,6239.18,,14770.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1982,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.882,23.882,,,,,,,,,,,,,,0.0,0.126,0.234,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,49.341,5.138,9.406,0.716,,,32.471,5.854,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,12053.336,6458.082,,18511.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.35,22.35,,,,,,,,,,,,,,0.0,0.167,0.193,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-22.822,-3.549,24.208,2.017,,,-6.414,-1.532,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8817.558,7603.242,,16420.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1984,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.494,32.494,,,,,,,,,,,,,,0.0,0.144,0.216,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,62.373,7.486,25.683,2.658,,,45.385,10.144,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,13617.199,9088.687,,22705.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1985,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.571,33.571,,,,,,,,,,,,,,0.0,0.178,0.182,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-12.705,-2.476,27.319,3.553,,,3.316,1.077,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,11352.884,11051.518,,22404.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1986,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.46,31.46,,,,,,,,,,,,,,0.0,0.222,0.138,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-28.867,-4.911,16.904,2.799,,,-6.29,-2.111,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,7750.95,12400.214,,20151.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1987,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,35.435,35.435,,,,,,,,,,,,,,0.0,0.22,0.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,13.617,1.648,12.025,2.328,,,12.637,3.976,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,8487.294,13388.068,,21875.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1988,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,34.389,34.389,,,,,,,,,,,,,,0.0,0.228,0.132,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-8.603,-1.183,0.63,0.137,,,-2.952,-1.046,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,7487.848,13004.802,,20492.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1989,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,39.02,39.02,,,,,,,,,,,,,,0.0,0.209,0.151,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,30.29,3.806,3.779,0.825,,,13.466,4.631,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,9402.724,13007.626,,22410.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1990,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.864,48.864,,,,,,,,,,,,,,0.0,0.18,0.18,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,48.961,8.016,8.073,1.828,,,25.229,9.844,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,13457.594,13506.959,,26964.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1991,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64.868,64.868,,,,,,,,,,,,,,0.0,0.138,0.222,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,64.234,15.665,1.386,0.339,,,32.753,16.004,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,21149.582,13104.106,,34253.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1992,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.491,62.491,,,,,,,,,,,,,,0.0,0.156,0.204,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-11.701,-4.686,9.305,2.309,,,-3.665,-2.377,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,17832.036,13676.98,,31509.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,59.838,59.838,,,,,,,,,,,,,,0.0,0.157,0.203,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-4.41,-1.56,-4.031,-1.093,,,-4.245,-2.653,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,16314.892,12563.002,,28877.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1994,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.841,56.841,,,,,,,,,,,,,,0.0,0.173,0.187,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.0,-12.491,-4.223,4.707,1.225,,,-5.009,-2.997,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.065,13769.836,12687.078,,26456.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1995,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,65.9,65.9,,,,,,,,,,,,,,0.0,0.182,0.178,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-45.709,-0.0,10.047,2.972,22.332,6.087,,,15.938,9.059,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.034,14769.304,15127.089,,29896.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,67.784,67.784,,,,,,,,,,,,,,0.0,0.193,0.167,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-36.029,-0.0,-3.697,-1.204,9.26,3.088,,,2.859,1.884,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.022,14017.3,16288.506,,30305.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,69.713,69.713,,,,,,,,,,,,,,0.0,0.218,0.142,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,704.598,0.0,-11.988,-3.758,15.61,5.687,,,2.846,1.929,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.173,12265.084,18721.483,,30986.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.647,71.647,,,,,,,,,,,,,,0.0,0.221,0.139,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,43.571,0.0,0.486,0.134,4.274,1.8,,,2.775,1.934,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.248,12313.216,19503.442,,31816.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,1999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,82.482,82.482,,,,,,,,,,,,,,0.0,0.205,0.155,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-88.06,-0.0,27.848,7.722,7.089,3.113,,,15.122,10.834,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.03,15721.03,20857.81,,36578.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,114.599,114.599,,,,,,,,,,,,,,0.0,0.241,0.119,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,4275.0,0.003,6.758,2.396,63.189,29.719,,,38.939,32.118,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.286,16686.687,33841.488,,50529.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2001,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,126.486,126.486,,,,,,,,,,,,,,0.0,0.24,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-43.81,-0.001,11.529,4.363,9.804,7.525,,,10.372,11.886,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.714,18391.601,36722.326,,55114.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,137.646,137.646,,,,,,,,,,,,,,0.0,0.231,0.129,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,138.983,0.002,16.946,7.152,4.753,4.006,,,8.823,11.16,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.677,21140.603,37810.345,,58952.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,142.58,142.58,,,,,,,,,,,,,,0.0,0.24,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-100.0,-0.004,-4.105,-2.026,7.889,6.964,,,3.585,4.934,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,19836.886,39915.96,,59752.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,132.681,132.681,,,,,,,,,,,,,,0.0,0.235,0.125,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,,0.009,-2.318,-1.097,-9.251,-8.811,,,-6.943,-9.899,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,3.794,18906.71,35344.126,,54254.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2005,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,159.327,159.327,,,,,,,,,,,,,,0.0,0.244,0.116,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-60.778,-0.006,11.469,5.303,24.699,21.348,,,20.082,26.646,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.449,20523.516,42920.051,,63445.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,174.066,174.066,,,,,,,,,,,,,,0.0,0.249,0.111,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,883.244,0.032,4.139,2.133,11.667,12.575,,,9.251,14.74,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,13.864,20797.333,46636.694,,67447.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2007,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,173.401,173.401,,,,,,,,,,,,,,0.0,0.253,0.107,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-77.175,-0.028,-3.549,-1.905,1.053,1.267,,,-0.382,-0.665,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,3.073,19482.379,45772.479,,65257.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2008,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,203.975,203.975,,,,,,,,,,,,,,0.0,0.236,0.124,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,70.748,0.006,35.523,18.389,10.014,12.179,,,17.632,30.575,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5.069,25502.868,48639.167,,74147.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,202.459,202.459,,,,,,,,,,,,,,0.0,0.241,0.119,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,16.733,0.002,-4.545,-3.189,1.248,1.67,,,-0.743,-1.516,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5.66,23283.792,47102.008,,70391.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2010,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,240.689,240.689,,,,,,,,,,,,,,0.001,0.245,0.114,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,2017.036,0.328,14.287,9.568,20.915,28.334,,,18.883,38.23,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,113.304,25164.457,53858.973,,79136.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2011,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,261.74,261.74,,,,,,,,,,,,,,0.0,0.249,0.111,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-65.65,-0.226,5.568,4.262,10.387,17.015,,,8.746,21.051,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,36.41,24852.405,55619.28,,80508.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,285.17,285.17,,,,,,,,,,,,,,0.0,0.249,0.111,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,203.396,0.241,8.487,6.857,9.032,16.332,,,8.952,23.43,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,102.669,25058.345,56362.014,,81523.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oman,2013,,0.0,0.0,0.003,0.003,0.0,0.0,0.003,,318.856,318.859,,,,,,,,,,,,,,0.001,0.245,0.114,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,45.471,0.163,15.291,13.403,10.205,20.12,,,11.813,33.686,,0.0,,0.0,,0.003,,0.003,,0.0,,0.0,,0.003,138.771,26842.843,57712.317,,84693.931,0.0,0.0,0.819,0.819,0.0,0.0,0.819
Oman,2014,,0.0,0.0,0.003,0.003,0.0,0.0,0.003,,317.484,317.487,,,,,,,,,,,,,,0.0,0.242,0.118,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-20.427,-0.107,2.837,2.867,-1.902,-4.133,,,-0.43,-1.372,,0.0,,0.0,-0.901,-0.0,-0.901,-0.0,,0.0,,0.0,-0.901,-0.0,103.228,25805.537,52925.05,,78833.814,0.0,0.0,0.759,0.759,0.0,0.0,0.759
Oman,2015,,0.0,0.0,0.009,0.009,0.0,0.0,0.009,,335.556,335.565,,,,,,,,,,,,,,0.001,0.247,0.112,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,37.637,0.156,0.573,0.596,8.126,17.32,,,5.692,18.072,,0.0,,0.0,206.364,0.006,206.364,0.006,,0.0,,0.0,206.364,0.006,134.086,24493.342,54006.101,,78633.529,0.0,0.0,2.194,2.194,0.0,0.0,2.194
Oman,2016,,0.0,0.0,0.011,0.011,0.0,0.0,0.011,,336.231,336.242,,,,,,,,,,,,,,0.001,0.245,0.115,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,11.952,0.068,2.383,2.491,-0.817,-1.884,,,0.201,0.675,,0.0,,0.0,12.76,0.001,12.76,0.001,,0.0,,0.0,12.76,0.001,143.012,23890.786,51030.934,,75064.732,0.0,0.0,2.357,2.357,0.0,0.0,2.357
Oman,2017,,0.0,0.0,0.039,0.039,0.0,0.0,0.039,,361.19,361.229,,,,,,,,,,,,,,0.001,0.233,0.126,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,37.921,0.243,18.489,19.786,2.157,4.93,,,7.423,24.959,,0.0,,0.0,268.526,0.028,268.526,0.028,,0.0,,0.0,268.526,0.028,189.351,27175.264,50045.581,,77410.195,0.0,0.0,8.337,8.337,0.0,0.0,8.337
Oman,2018,,0.0,0.0,0.039,0.039,0.0,0.0,0.039,,380.784,380.823,,,,,,,,,,,,,,0.001,0.236,0.123,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,-1.938,-0.017,2.488,3.155,7.047,16.456,,,5.425,19.594,,0.0,,0.0,0.386,0.0,0.386,0.0,,0.0,,0.0,0.386,0.0,179.392,26908.222,51758.233,,78845.847,0.0,0.0,8.086,8.086,0.0,0.0,8.086
Oman,2019,,0.0,0.0,0.041,0.041,0.0,0.0,0.041,,386.247,386.288,,,,,,,,,,,,,,0.002,0.233,0.125,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,127.638,1.106,3.352,4.356,0.0,0.001,,,1.435,5.463,,0.0,,0.0,4.979,0.002,4.979,0.002,,0.0,,0.0,4.979,0.002,396.421,26996.825,50244.438,,77637.684,0.0,0.0,8.24,8.24,0.0,0.0,8.24
Oman,2020,,0.0,0.0,0.508,0.508,0.0,0.0,0.508,,380.005,380.513,,,,,,,,,,,,,,0.004,0.245,0.111,,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,91.178,1.798,-12.76,-17.138,3.64,9.098,,,-1.616,-6.242,,0.0,,0.0,1140.119,0.467,1140.119,0.467,,0.0,,0.0,1140.119,0.467,738.336,22944.89,50730.883,,74414.108,0.0,0.0,99.553,99.553,0.0,0.0,99.553
Pakistan,1965,,6.101,0.0,6.101,0.0,0.0,0.0,6.101,,75.73,81.831,,,,,,,,,,,,,,0.071,0.065,0.198,,0.0,0.027,0.027,0.0,0.0,0.0,0.333,0.027,,,,,,,,,,,,,,,,,,,,,,,,,314.973,882.217,290.097,,1487.287,119.825,0.0,119.825,0.0,0.0,0.0,119.825
Pakistan,1966,,6.101,0.0,6.101,0.0,0.0,0.0,6.101,,76.346,82.447,,,,,,,,,,,,,,0.059,0.073,0.201,,0.0,0.027,0.027,0.0,0.0,0.0,0.333,0.027,-15.591,-2.5,2.663,1.196,13.002,1.921,,,0.814,0.616,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,259.037,882.449,319.395,,1460.881,116.747,0.0,116.747,0.0,0.0,0.0,116.747
Pakistan,1967,,7.231,0.0,7.231,0.0,0.0,0.0,7.231,,84.023,91.253,,,,,,,,,,,,,,0.051,0.077,0.203,,0.0,0.029,0.029,0.0,0.0,0.0,0.331,0.029,-3.952,-0.535,11.777,5.431,16.658,2.781,,,10.055,7.677,18.511,1.129,,0.0,18.511,1.129,,0.0,,0.0,,0.0,18.511,1.129,242.329,960.716,362.91,,1565.954,134.76,0.0,134.76,0.0,0.0,0.0,134.76
